Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.120602918918919,0,0,0,0,0,4.462308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.287849722222222,0,0,0,0,0,0,0.131577702702703,0,0,0.287849722222222,0,0,0,0,0,0,0,0,0,0,15.230965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.823886944444444,0,0,0,0,58.49429,2.71616745345346,0,41.09133,0,0.0886888333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.20745826302521,0.0512582058823529,0,0.156200057142857,0,0,0,0.325147935612083,0,0,1.9130107495117,0,0,0,0,13.759009,0,0,0,0,0,0,0,10.13392,11.211534,0,0,0,0,0,0,0,45.34468,0,0,0,0
6,0.2567008,2.567008,0.691557057142857,0.2567008,0.2567008,0,0.2567008,10.8781550571429,0.2567008,0,0.2567008,0.2567008,0.2567008,0,0.2567008,0.2567008,0.2567008,0,0.498939057142857,0.2567008,0.2567008,0,0.2567008,0.2567008,0.2567008,0,0.2567008,0.2567008,0.2567008,0,0.2567008,0.2567008,0.2567008,8.478339,0.2567008,0.2567008,0.2567008
7,0,0,1.21630375396825,0.412538611111111,53.4359721428571,0,6.67579221621622,0.451828513513514,0,0,0,0.0303010540540541,0,0,0,0.803765142857143,0,0,0,0,0,0,0,39.26114,0,0,6.936973,0,0,0,0,8.2046,0,14.85139,0,0,19.92718
8,0,0,2.1709372972973,24.898053,0.943538189189189,0,28.146353,0,0,9.034179,0,5.322137,0,0,0,0.83144827027027,0,0,20.351529,0,21.5092,8.819098,16.289785,12.983995,0,0,0,40.8218,12.731972,0,0,40.83981,5.481719,0,15.962789,0,0
9,49.0126053611111,0,3.0782421524024,0,9.464078,9.341205,51.029399,11.855118,0,4.982658,9.12503327777778,0,29.77987,45.257186,4.547388,8.820552,0,0,0,15.250014,1.742262,38.336772,0,31.337946,34.672399,0,7.719762,0,0,0,0,0,0,0,29.14826,0,7.150421
10,1.42305241666667,0,9.96010697297297,175.049077810811,42.7135,22.440377,4.54260896396397,16.386594,0,10.65178,52.224665,0.472006324324324,2.37349266666667,0,51.240223,0,0,0,57.64135,24.886341,0,75.086933,0,12.87739,0,23.23187,14.03341,2.210002,0,1.442817,0,0,0,6.812454,0,0,0
11,0,0,0.5649318,8.188398,31.743297,0,18.5246791166667,0,0,0,85.8939720277778,4.022489,5.37769,21.28194,4.2596982,0.628945827777778,0,39.171125,0,0,0,5.111926,0,0,7.330115,0,0,0,0,0,0,0,1.542213,29.87577,0,0,6.955165
12,9.8269255621382,0,162.679624804202,4.129034,3.61632197222222,0,36.5832824327731,29.798376,0,43.195028,48.179877,2.367824,49.02949,65.233552,6.714436,0,0,26.218943,23.67961,0,11.467493,6.335882,8.724523,12.39463,37.06511,7.573771,8.020834,0,10.53601,0,1.610145,74.094566,0,14.43542,12.91744,4.964805,29.662748
13,5.643786,0,100.515964634127,2.29263622222222,0,0,0,0,65.45874,14.539015,0,8.495977,0,12.932326,1.81351982857143,13.03114,6.944797,49.51786,4.488544,0,0,0,25.969413,77.164194,0,58.3143881,0,70.820511,6.072136,7.350884,0,35.080254,79.962545,103.62167,51.157377,5.790733,0
14,70.042291,20.271939,43.2587676,11.0316462944444,57.994215,0,17.5863575833333,0,2.615448,20.733001,43.563907,46.41383,12.729969,65.464779,35.946591,32.487076,2.587378,0,3.763948,0,0,0,4.066063,0,30.831463,7.950371,0,147.5441,33.0913979,13.5785,42.723536,43.195474,3.77502,42.136599,78.521373,15.39085,8.364983
15,54.241984,25.216019,4.19864,0.676657685714286,92.226327,0,4.65401675,0,0,3.035773,68.209864,4.750573,25.010854,39.445348,37.112165,20.4582996857143,8.466886,0,28.13947,0,0,0,0,5.683439,55.29276,16.902441,0,33.64176,80.380677,0,20.773,47.247001,32.45133,4.519674,52.685777,52.214658,4.896721
16,11.003721,18.90923,0,0,49.37457,8.703965,14.58219625,7.910983,0,9.153493,46.5863042777778,45.440513,2.697278,116.656551,23.741107,25.832411,8.035678,16.810552,23.861917,0,14.946331,0,0,3.153147,0,44.187305,0,10.862558,12.68347,0,5.079962,0,24.82967,15.399837,0,55.733095,16.126734
17,10.0446869722222,33.305188,0,35.635437,0,15.980669,3.385071,0,9.292737,0,5.49754294444444,7.228747,0,31.8823,59.317016,0,0,6.826874,30.459051,3.987431,6.700035,0,0,7.015244,32.430057,35.91235,50.147069,0,8.384719,0,12.357789,13.80599,3.556431,20.84875,3.168918,26.35135,40.617007
18,5.26135056285714,63.94614375,18.7832742777778,65.0794389444444,14.1088037573016,7.683343,8.255951,32.73266,32.0463,15.107337,36.65561,43.628086,52.868756,58.764794,39.469964,43.757465,47.173005,18.080044,30.307129,25.416482,19.717191,34.354113,17.13724,25.1336,19.9522507,28.931383,4.151499,108.896304,15.30504,98.196672,6.317427,66.71465,30.250661,39.942572,0,9.220266,35.73276
19,18.1667742382353,98.858578,41.533109,38.7199702382353,65.363111,128.910428,69.455474,52.316753,71.3974831,9.074353,35.35278,212.277663,32.0153664604575,77.122215,32.398471,43.372432,131.871602,57.57459,23.334503,41.144888,34.249703,25.309409,97.810838,70.11247,128.798521,48.700335,16.437775,34.174089,32.440355,50.746551,110.571025,49.17634,2.316811,80.243233,120.252911,89.24612,61.840801
20,48.2400883055555,83.612531,65.488041,27.260873,44.111639,75.767179,58.720547,85.856087,110.287694,59.112208,176.828455,90.3296182777778,67.1981,133.769149,39.64923,115.92412,59.317405,72.92973,52.406207,29.0173,72.888745,50.197431,67.159049,51.937478,57.328685,52.8537,52.791313,160.673734,43.023175,123.506875,107.900948,40.357726,34.156297,113.017395,123.530436,57.834882,108.470561
21,130.637236222222,102.85804,171.917513,79.7353625833333,61.95273525,120.911402138889,74.071687,160.985199,96.294092,64.212969,124.88521,66.256702,153.132364,145.398648,50.645993,105.126881,83.125964,44.2247377,53.628238,83.591853,27.694277,30.896707,50.575212,150.138835,86.983602,155.328655,95.12594,109.314142,39.994872,96.447172,115.951174,72.73807,34.018903,103.094122,88.272607,88.679989,64.647107
