Time,NDVI
Jul 1981,0.5312581
Jul 1982,0.3514516
Jul 1983,0.5104517
Jul 1984,0.5626452
Jul 1985,0.4892258
Jul 1986,0.6225162
Jul 1987,0.4433548
Jul 1988,0.4632903
Jul 1989,0.5084839
Jul 1990,0.5369678
Jul 1991,0.5399032
Jul 1992,0.4221613
Jul 1993,0.5142581
Jul 1994,0.4087742
Jul 1995,0.5777097
Jul 1996,0.5495807
Jul 1997,0.5914839
Jul 1998,0.4979677
Jul 1999,0.4531936
Jul 2000,0.4397419
Jul 2001,0.6896129
Jul 2002,0.5952904
Jul 2003,0.5867419
Jul 2004,0.6251936
Jul 2005,0.5776129
Jul 2006,0.5146129
