"","MIXEDET"
"1983",133.966133496983
"1984",141.0155853791
"1985",144.04606258785
"1986",128.927289379393
"1987",176.228531686988
"1988",108.755666705305
"1989",148.933508893136
"1990",131.595658314586
"1991",181.101762564013
"1992",107.651835199585
"1993",132.116377154688
"1994",106.639038456121
"1995",128.182835104362
"1996",142.813732013869
"1997",151.864268023846
"1998",115.951684554653
"1999",137.591277783483
"2000",138.9
"2001",39.1
"2002",102.1
"2003",124.3
"2004",122.3
"2005",178.5
"2006",105.1
"2007",135.8
"2008",173.4
"2009",93.7
"2010",111.1
"2011",172.1
"2012",145.2
"2013",115.4
"2014",115.5
