Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0.373529411764706,0.373529411764706,0,0,0,0.373529411764706,0,0,0,0,0,0,0,0,0,0,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.421212121212121,0.421212121212121,0,0.421212121212121,0,0,0.421212121212121,0,0,0,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0.373529411764706,0,0,0,0,0.373529411764706,0,0,0,0,0.373529411764706,0,0,0,0,0,0,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,36,7.27058823529411,8.13915966386554,76.7,0,0,7.27058823529411,0,0,0,0.868571428571428,0,0,0,27.4,0,0,0,16.4,18.9,0,0,0,0,0,21.3,0,0,20.1,0,35.9,0,0,0,0,24.9
8,6.38285714285714,0,11.1,47.2,4.71714285714286,0,57,0,15.2,44.5,0,0,0,0,41,0,0,0,17.9,17.8,0,0,51.7,0,0,0,0,0,0,0,0,64.4,16.6,0,15.2,0,0
9,0,0,26.08,0,15.2,25.9,47.1,15.2,0,0,15.2,8.18,20.5,95.5,20.5,39.2,0,0,0,0,17.9,33.8,0,23.2,19.2,0,19.2,0,0,19.2,0,0,0,0,0,13.9,16.6
10,10.6942857142857,0,19.9617647058824,16.7,21.2,13.3,11.6,37.9,10.9,0,21.7,20.2617647058824,21.2560504201681,34.8,103.7,0,0,75.7,13.3,52.7,9,81.4,0,21.8,13.5,0,28,24.8,9,16.1,7.2,36.2,0,20.6,0,24.5,8.7
