"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,8.2,1.61,32.34,0,0,14.66,14.66
1984,16,6.85,8.25,13.79,0,0,88.84,88.84
1985,16,5.77,21.01,58.86,0,0,0,0
1986,16,25,50,75,0,0,0,0
1987,16,31.06,23.06,35.19,0,0,3.25,3.25
1988,16,0.44,0,50,100,0,0,100
1989,16,25.63,7.72,35.23,0,0,3.08,3.08
1990,16,0,0,42.92,100,0,0,100
1991,16,10.71,23.43,70.87,0,0,0,0
1992,16,0,0,30.24,100,0,23.05,123.05
1993,16,20.46,33.51,75,0,0,0,0
1994,16,17.21,32.81,62.33,0,0,0,0
1995,16,2.21,10.32,60.32,100,0,0,100
1996,16,26.02,23.27,67.97,0,0,0,0
1997,16,38.47,47.48,65.85,0,0,0,0
1998,16,13.49,32.5,75,0,0,0,0
1999,16,4.78,29.78,75,100,0,0,100
2000,16,2.51,14.13,55.67,100,0,0,100
2001,16,6.04,14.65,41.83,0,0,0,0
2002,16,5.79,0,32.88,0,0,12.46,12.46
2003,16,9.51,17.85,43.86,0,0,0,0
2004,16,5.29,5.56,21.79,0,0,56.84,56.84
2005,16,10.15,20.84,60.7,0,0,0,0
2006,16,25,50,51.26,0,0,0,0
2007,16,10.85,27.44,75,0,0,0,0
2008,16,3.28,8.79,48.24,100,0,0,100
2009,16,0,25,74.76,100,0,0,100
2010,16,1.69,7.99,57.99,100,0,0,100
2011,16,21.63,19.64,63.85,0,0,0,0
2012,16,10.54,35.54,75,0,0,0,0
2013,16,5.29,25.52,70.56,0,0,0,0
2014,16,3.77,2.81,33.27,100,0,10.93,110.93
2015,16,12.31,19.08,35.54,0,0,1.85,1.85
2016,16,5.79,19.39,68.33,0,0,0,0
2017,16,0.27,23.49,51.23,100,0,0,100
2018,16,15.94,10.87,42.75,0,0,0,0
2019,16,30.04,14.72,36.74,0,0,0,0
