"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,29.49,6.24,52.95,0,0,30.17,30.17
1984,16,6.6,20.32,68.29,0,0,0,0
1985,16,5.25,25.47,75,0,0,0,0
1986,16,25,50,75,0,0,0,0
1987,16,53.98,42.39,40.15,0,0,72.85,72.85
1988,16,8.86,25,75,0,0,0,0
1989,16,3.03,21.63,71.63,100,0,0,100
1990,16,10.11,12.58,52.47,0,0,31.76,31.76
1991,16,5.88,25,75,0,0,0,0
1992,16,0,25,75,100,0,0,100
1993,16,25.76,25,75,0,0,0,0
1994,16,36.05,36.05,75,0,0,0,0
1995,16,6.35,31.35,75,0,0,0,0
1996,16,22.48,25,75,0,0,0,0
1997,16,60.03,50,50,0,0,40,40
1998,16,44.2,50,75,0,0,0,0
1999,16,0,25,75,100,0,0,100
2000,16,26.08,38.2,63.2,0,0,0,0
2001,16,0,0,50,100,0,40,140
2002,16,4.69,24.3,71.72,100,0,0,100
2003,16,30.27,50,75,0,0,0,0
2004,16,15.55,15.55,50,0,0,40,40
2005,16,20.82,45.82,74.17,0,0,0,0
2006,16,17.68,41.31,73.63,0,0,0,0
2007,16,14.81,28.18,75,0,0,0,0
2008,16,0,25,75,100,0,0,100
2009,16,11.18,29.62,69.24,0,0,0,0
2010,16,18.77,12.33,57.85,0,0,13.84,13.84
2011,16,30.53,30.53,73.86,0,0,0,0
2012,16,28.76,50,75,0,0,0,0
2013,16,25,36.75,61.75,0,0,0.84,0.84
2014,16,0,25,75,100,0,0,100
2015,16,0,22.11,72.11,100,0,0,100
2016,16,19.14,36.68,75,0,0,0,0
2017,16,17.39,25,69.53,0,0,0,0
2018,16,17.79,32.86,75,0,0,0,0
2019,16,60.44,46.21,47.52,0,0,48.26,48.26
