T2,MODIS HAIN ET
Jul 2000,3.3
Jul 2001,6.7
Jul 2002,2.2
Jul 2003,22.6
Jul 2004,1.8
Jul 2005,26.2
Jul 2006,20.7
Jul 2007,46.9
Jul 2008,30.4
Jul 2009,24.3
Jul 2010,39.5
Jul 2011,13.8
Jul 2012,25.7
Jul 2013,2.2
Jul 2014,17.7
