T2,MODIS HAIN ET
Oct 2000,15.6
Oct 2001,4.8
Oct 2002,1.4
Oct 2003,39.1
Oct 2004,3.4
Oct 2005,49.4
Oct 2006,54.9
Oct 2007,67.1
Oct 2008,46.3
Oct 2009,38.8
Oct 2010,57.8
Oct 2011,18.5
Oct 2012,16.9
Oct 2013,37.5
Oct 2014,30.2
