Time,HainET30Y Evapotranspiration
Jul 1983,20.63667
Jul 1984,13.14127
Jul 1985,17.64468
Jul 1986,19.36178
Jul 1987,23.51468
Jul 1988,22.21555
Jul 1989,23.38737
Jul 1990,16.49319
Jul 1991,24.37425
Jul 1992,20.978
Jul 1993,19.46045
Jul 1994,20.51161
Jul 1995,18.12133
Jul 1996,22.63046
Jul 1997,18.65436
Jul 1998,19.3024
Jul 1999,19.01675
Jul 2000,20.65623
Jul 2001,26.49036
Jul 2002,23.25702
Jul 2003,21.75478
Jul 2004,22.88795
Jul 2005,18.45723
Jul 2006,25.30848
Jul 2007,16.51185
Jul 2008,15.22044
Jul 2009,19.85281
Jul 2010,27.51953
Jul 2011,13.23451
Jul 2012,26.08151
Jul 2013,19.86065
