Time,HainET30Y Evapotranspiration
Oct 1983,20.0186
Oct 1984,19.89537
Oct 1985,24.86457
Oct 1986,26.02242
Oct 1987,11.05945
Oct 1988,28.57435
Oct 1989,29.81162
Oct 1990,17.70498
Oct 1991,22.43638
Oct 1992,23.10221
Oct 1993,27.20546
Oct 1994,31.14957
Oct 1995,29.96964
Oct 1996,24.04983
Oct 1997,19.21601
Oct 1998,36.36058
Oct 1999,33.60548
Oct 2000,31.72667
Oct 2001,31.88994
Oct 2002,33.39777
Oct 2003,39.26004
Oct 2004,24.13523
Oct 2005,44.42008
Oct 2006,36.06704
Oct 2007,29.36248
Oct 2008,32.36912
Oct 2009,24.06984
Oct 2010,31.1644
Oct 2011,23.23227
Oct 2012,30.04357
Oct 2013,22.51915
