Time,NDVI
Jul 1981,0.3046452
Jul 1982,0.0876129
Jul 1983,0.2536129
Jul 1984,0.3237419
Jul 1985,0.2530645
Jul 1986,0.406871
Jul 1987,0.300742
Jul 1988,0.1297419
Jul 1989,0.2506129
Jul 1990,0.2643549
Jul 1991,0.2706129
Jul 1992,0.2435484
Jul 1993,0.2721291
Jul 1994,0.2654839
Jul 1995,0.2324516
Jul 1996,0.3944516
Jul 1997,0.4514839
Jul 1998,0.2514839
Jul 1999,0.2180323
Jul 2000,0.2763871
Jul 2001,0.3679032
Jul 2002,0.2090323
Jul 2003,0.2919355
Jul 2004,0.3202258
Jul 2005,0.3432581
Jul 2006,0.3443226
