Time,NDVI
Oct 1981,0.6898791
Oct 1982,0.6594517
Oct 1983,0.5697501
Oct 1984,0.4823387
Oct 1985,0.6715968
Oct 1986,0.5246613
Oct 1987,0.5173468
Oct 1988,0.666379
Oct 1989,0.6349839
Oct 1990,0.6904436
Oct 1991,0.6430726
Oct 1992,0.6802661
Oct 1993,0.5868307
Oct 1994,0.7035807
Oct 1995,0.5617501
Oct 1996,0.5376048
Oct 1997,0.5519355
Oct 1998,0.6242822
Oct 1999,0.6163791
Oct 2000,0.6498549
Oct 2001,0.6302984
Oct 2002,0.6518952
Oct 2003,0.6819516
Oct 2004,0.6545484
Oct 2005,0.6454517
Oct 2006,0.6627339
