Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.0906747837837838,0,0,0,0,0,3.354967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.295782777777778,0,0,0,0,0,0,0.0883662162162162,0,0,0.295782777777778,0,0,0,0,0,0,0,0,0,0,13.91773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,51.09435,1.61955016216216,0,8.829006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.245685628571429,0,0,0.245685628571429,0,0,0,0.550593945945946,0,0,1.91125800694981,0,0,0,0,8.91704,0,0,0,0,0,0,0,10.39362,14.592855,0,0,9.978356,0,0,0,0,46.71528,0,0,0,0
6,0,0,0.199842351351351,0,0,0,0,9.932112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.3822,0
7,0,0,1.15290949365079,0.385414722222222,54.3818497714286,0,9.07329737837838,0.405479756756757,0,0,0,0.032153027027027,0,0,0,0.767494771428571,0,0,0,0,0,0,0,0,0,0,6.183256,0,0,0,0,7.687807,0,13.87493,0,0,19.17451
8,6.987356,0,2.04630089189189,31.701908,1.45504408108108,0,49.364195,0,0,7.065982,0,4.175781,0,0,0,0.362316324324324,0,0,18.232115,0,0,5.222812,19.81582,17.278464,0,0,0,31.1381,12.886464,0,0,47.55721,0,0,5.54079,0,0
9,44.94776975,0,3.1726504557057,0,13.268858,13.011595,39.95468,10.08901,0,5.114766,8.45986111111111,0,0,55.022004,3.830043,8.807513,0,0,0,17.995107,0,39.482021,0,21.46352,14.350605,0,7.398211,0,0,0,0,0,0,0,12.47347,0,0
10,7.47413613888889,0,4.7857357027027,119.435697621622,43.268921,20.23554,3.92903719219219,19.6167772432432,0,10.26896,50.937568,0.457762810810811,2.22777811111111,0,40.024964,0,0,0,56.53466,31.311157,0,62.851063,0,25.28367,0,22.61516,13.359694,0,0,6.134828,0,61.48019,0,6.668264,0,0,0
11,2.49001,0,0,5.177904,22.857707,0,81.1961802777778,0,0,0,58.3201702222222,4.276503,7.960655,24.467844,6.982205,0.271068333333333,0,32.308051,0,0,0,7.642582,0,10.58141,5.292776,0,0,0,0,0,0,0,0,38.03825,0,0,7.093125
12,8.29574550522876,0,171.646063336975,0,3.23166341666666,0,42.5279418512605,30.327721,0,50.425648,43.962791,2.167402,39.382491,72.20469,5.685379,0,0,26.334563,24.18117,0,14.245818,0,8.324142,5.508182,0,5.773771,0,0,12.11394,0,0,61.096319,0,19.37423,12.85302,14.243116,21.934141
13,6.004145,0,47.8950131619048,22.9831245277778,15.82285,0,0,0,59.994139,4.76878,0,9.759314,0,13.740433,2.48043482857143,14.48368,10.27234,22.97005,5.165239,0,0,0,29.750797,60.685405,0,58.776059,0,64.131981,6.083845,9.131092,0,37.890635,75.814472,88.400841,40.511936,8.55338,0
14,80.985051,12.3796487,20.6897246857143,14.880027602381,54.875796,0,17.5976753333333,0,2.73841,22.205729,38.973733,51.287703,13.495302,60.866037,27.532929,33.98815,2.324187,0,28.51572,0,0,0,3.962986,0,36.515839,5.133052,0,117.283826,32.416344,14.72489,39.415821,21.960679,3.706999,21.484173,68.136774,16.429901,12.21975
15,58.660283,20.12937,2.756604,0.771583685714286,91.338622,0,3.49386655555555,0,0,3.323709,43.6929,5.000647,20.68094,25.752403,30.901762,12.2707536857143,8.967675,0,28.84021,0,0,0,0,4.966837,47.387188,15.083599,0,0,67.381929,0,22.655571,35.86654,35.972816,0,72.937949,57.461672,4.953434
16,7.941784,17.17935,0,0,46.47691,4.588881,19.8994026944444,0,0,9.388231,44.27445675,28.5498,3.393443,157.609121,22.848961,25.287945,8.232472,17.26439,25.334263,0,14.670628,0,0,2.301854,0,16.929291,0,10.493778,9.338913,0,0,0,20.81339,2.615675,0,36.817191,13.666912
17,9.65181572222222,23.146002,0,7.248441,0,16.090712,0,0,11.06421,0,0.334246138888889,7.157337,0,40.377123,41.686022,0,0,0,30.325051,4.050161,10.30942,0,0,8.556964,23.922851,23.946246,45.519315,0,6.206525,0,27.13711,0,3.856558,20.454653,3.509762,33.150833,44.836265
18,6.50073641142857,46.6338327777778,1.76235166388889,62.0121981388889,13.2969712169841,11.4567,8.447048,17.847369,32.876083,11.718951,49.163022,45.101327,55.743164,58.375264,43.403531,48.71372,53.531843,12.6339899,37.924314,27.664962,14.066112,23.808791,13.387053,20.271003,20.4151084,32.517225,0,92.309261,12.29642,63.676849,3.114517,46.09886,25.915018,53.496845,0,20.432927,30.863679
19,4.82663747058823,142.429273,35.592004,75.7882094705882,69.3523515714286,121.345573,65.778813,28.200861,79.501889,5.407378,88.78845,222.422815,29.5898524309057,79.44767,41.445956,50.237394,144.372765,59.48096,27.011718,41.41249,40.582862,21.522413,86.453066,69.54001,141.47776,53.341757,26.118444,24.102137,35.415086,49.616746,110.59085,50.25996,3.274218,81.818021,116.114874,92.682422,73.481591
20,80.3789034444444,80.374348,62.002524,51.39402,25.166988,85.141748,60.436316,95.147485,115.105817,60.833527,182.595104,106.146833833333,63.697923,140.99681,40.692836,116.871642,72.217174,76.586347,43.356295,36.69947,66.268538,67.0707394,63.503865,49.75686,49.557961,60.225084,56.649387,159.919387,32.767116,118.906512,92.517047,42.750463,37.108969,121.969658,116.593118,65.68211,97.881072
21,102.587083722222,83.641957,151.131401,64.8823753333334,78.2744400555556,125.389051277778,74.783186,122.604565,143.333265,65.499032,111.000627,74.240296,140.626878,141.5349,10.483818,116.854133,78.970389,40.390322,52.591693,84.365466,27.939932,31.625154,55.742968,168.513009,87.231458,158.17048,111.496533,125.792894,38.028407,110.951356,140.252186,62.33677,21.961846,123.185065,94.191653,74.362249,64.349778
22,123.785106,52.009216,128.567056,54.0078306944444,44.769847,125.592232,155.5507035,101.053482055556,72.909657,62.936361,58.425421,53.382373,110.197752,88.552105,65.594841,82.864812,95.356266,40.564571,78.14036,45.30395,103.647386,72.100517,14.296061,97.435219,93.125306,61.553468,49.32706,78.216346,46.644677,68.324051,66.79246,56.482776,45.784375,116.699103,192.48075,39.67095,63.551284
23,47.549324,49.2355158298413,92.8773163111111,53.8697763055556,131.659589444444,98.056226,86.58151,119.920246,92.787472,57.317181,29.1105725798412,90.3825911472222,156.216039,99.681999,148.112088,78.926452,92.839253,109.396104,49.9454882,72.285564,84.821368,51.1208601,57.116896,71.391645,55.264308,89.02578,73.469598,84.697219,54.509187,85.398128,99.549355,79.9167623,105.449116,133.518724,80.80286,45.140256,83.444473
24,112.982394,34.34549,158.201048,193.702214,235.691379,101.556519,131.727324,65.856573,14.7524031111111,60.633876,48.3429,70.341356,23.7895012,75.856914,35.902412,77.329748,76.598586,25.611981,16.662,32.929423,70.4689333,15.525293,36.117359,76.21272,46.15032,62.735804,67.54718,90.944039,40.222313,106.535569,60.081079,64.388432,47.609493,147.76745,69.105553,98.888158,66.78723
25,40.901585,27.119734003268,24.033508,58.5054364055555,8.729567,53.005872,34.4575620588235,19.60132,35.178246,7.402943,84.8906930588235,295.517,35.068688,46.997701,2.394963,4.9355346,37.172602,21.2564,10.562533,15.360016,13.698511,28.337156,24.459232,91.978251,81.886952,65.236626,14.619333,29.434408,28.984927,20.559597,33.103151,62.602702,55.808855,9.380036,59.239641,79.081454,70.739469
26,19.2199141470588,54.689627,27.4300961470588,27.38991,0,26.5526239756302,24.2403240555556,54.700485,31.741244,22.267571,38.764842,32.092028,25.8890748285714,3.466141,65.271308,23.49324,3.38154777777778,16.924915,0,30.215442,9.107509,30.706339,33.586156,19.16836,24.375831,10.55392,11.2343366,81.35283,0,12.033,31.269999,40.695602,31.824718,0,32.468022,27.189061,92.574312
27,23.709903,20.4637485555556,0,0,1.52062848571429,23.15604,14.040255,64.537157,21.367733,1.52062848571429,33.505882,10.7812035,0,61.1613,23.264866,61.0227357777778,20.231607,16.53893,0,3.779073,18.30432,5.225231,16.933295,28.661302,3.20495,8.063549,23.31549,31.553955,10.310677,43.320005,23.9148,0,47.805635,10.5971,31.188448,3.315132,49.715508
