Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.524242424242424,0.524242424242424,0,0.524242424242424,0,0,0.524242424242424,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,22.2,4.81470588235294,5.71756302521008,57.6,0,0,4.81470588235294,0,0,0,0.902857142857142,0,0,0,18.4,0,0,0,8.6,13.1,0,0,0,0,0,17.6,0,0,13.1,0,30,0,0,0,0,14.7
8,5.02000000000001,10.6,9.56857142857144,21.7,4.54857142857143,0,32.1,0,14.3,25.4,0,0,0,0,41.9,0,0,0,21.7,20.4,0,0,50.8,0,0,0,11.5,0,0,0,0,64.3,9.6,0,10.6,0,0
9,0,0,25.7171428571429,0,0,25.7,47,0,0,0,17.8,7.91714285714285,15.1,105.8,15.1,39,0,0,0,32.9,15.1,31.1,15.1,20.4,20.4,0,16.5,13.8,0,15.1,0,0,0,0,0,0,16.5
10,10.7085714285714,0,19.5764705882353,23.5,21.6,12.6,9.3,21,0,0,38.8,19.5764705882353,20.0850420168067,23.9,106.2,0,0,68.6,15.3,49.7,6.9,65.1,0,28.2,8.1,7,27.6,24.9,10.2,15.7,7,35.9,0,23.3,0,16.4,6.4
11,17.4,0,7.1,13.3,42.2969696969697,10.2,27.6,6.1,14.3,17.3,23.6414141414141,13.8,55.9,34.4,22.5,30.0969696969697,25.6,104.1,0,0,10.3,24.6,23.1969696969697,23.6,83.9,33.8,17.4,24.4,6.6,20.8,16.5,28,8.6,35.5,21.6,0,30.3
