Time,NDVI
Jul 1981,0.3032742
Jul 1982,0.2015161
Jul 1983,0.2235
Jul 1984,0.4613065
Jul 1985,0.2354355
Jul 1986,0.5002419
Jul 1987,0.2532581
Jul 1988,0.2303548
Jul 1989,0.4171129
Jul 1990,0.3332903
Jul 1991,0.3528388
Jul 1992,0.2257903
Jul 1993,0.2004032
Jul 1994,0.3391452
Jul 1995,0.3437097
Jul 1996,0.4190323
Jul 1997,0.4401129
Jul 1998,0.4119355
Jul 1999,0.3640484
Jul 2000,0.2921613
Jul 2001,0.394742
Jul 2002,0.2829193
Jul 2003,0.2456936
Jul 2004,0.2816452
Jul 2005,0.2414839
Jul 2006,0.3091291
