T2,MODIS HAIN ET
Oct 2000,68.4
Oct 2001,21.5
Oct 2002,13.8
Oct 2003,67.8
Oct 2004,55.6
Oct 2005,94.0
Oct 2006,72.3
Oct 2007,106.1
Oct 2008,89.4
Oct 2009,66.7
Oct 2010,87.4
Oct 2011,75.6
Oct 2012,82.9
Oct 2013,73.5
Oct 2014,76.4
