"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,8.59,8.11,54.31,77.54,0,24.86,102.4
1984,16,75,28.55,53.55,0,0,26.62,26.62
1985,16,1.99,26.99,75,100,0,0,100
1986,16,50,50,75,0,0,0,0
1987,16,35.34,12.81,27.47,0,0,87.27,87.27
1988,16,33.44,33.9,75,0,0,0,0
1989,16,21.65,44.76,75,0,0,0,0
1990,16,28.99,35.53,60.53,0,0,10.4,10.4
1991,16,46.29,50,64.17,0,0,1.93,1.93
1992,16,15.19,6.4,31.91,36.29,0,76.95,113.24
1993,16,45.5,45.12,75,0,0,0,0
1994,16,25,50,75,0,0,0,0
1995,16,25,47.12,72.12,0,0,0,0
1996,16,50,25,75,0,0,0,0
1997,16,56.59,31.59,75,0,0,0,0
1998,16,21.12,32.57,75,0,0,0,0
1999,16,43.24,50,75,0,0,0,0
2000,16,32.11,50,75,0,0,0,0
2001,16,48.65,49.46,75,0,0,0,0
2002,16,35.03,46.92,71.81,0,0,0,0
2003,16,30.65,41.92,74.69,0,0,0,0
2004,16,24.66,29.03,54.38,0,0,24.7,24.7
2005,16,18.92,43.92,75,12.98,0,0,12.98
2006,16,17.04,25,62.41,24.77,0,6.02,30.79
2007,16,40.34,40.34,75,0,0,0,0
2008,16,47.38,25,75,0,0,0,0
2009,16,50,50,75,0,0,0,0
2010,16,26.69,30.93,67.45,0,0,0,0
2011,16,49.49,50,75,0,0,0,0
2012,16,22.63,42.81,75,0,0,0,0
2013,16,21.35,28.23,75,0,0,0,0
2014,16,0,25,75,100,0,0,100
2015,16,35.96,22.99,40.92,0,0,56,56
2016,16,58.9,50,75,0,0,0,0
2017,16,4,25,75,100,0,0,100
2018,16,50,25,75,0,0,0,0
2019,16,44.79,41.22,75,0,0,0,0
