"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,34.14,29.38,75,0,0,0,0
1984,16,3.81,28.8,74.98,100,0,0.05,100.05
1985,16,25,50,75,0,0,0,0
1986,16,54.04,50,75,0,0,0,0
1987,16,74.08,49.08,75,0,0,0,0
1988,16,50,25,75,0,0,0,0
1989,16,63.01,38.01,75,0,0,0,0
1990,16,5.86,11.77,55.91,95.68,0,61.59,157.27
1991,16,54.41,50,75,0,0,0,0
1992,16,7.44,25,75,87.81,0,0,87.81
1993,16,68.38,50,75,0,0,0,0
1994,16,50,50,75,0,0,0,0
1995,16,25,50,75,0,0,0,0
1996,16,75,50,75,0,0,0,0
1997,16,72.44,50,75,0,0,0,0
1998,16,75,50,75,0,0,0,0
1999,16,29.06,50,75,0,0,0,0
2000,16,27.44,45.51,70.51,0,0,14.48,14.48
2001,16,41.36,50,75,0,0,0,0
2002,16,29.9,12.84,57.95,0,0,55.01,55.01
2003,16,50,50,75,0,0,0,0
2004,16,25,30.62,55.62,0,0,62.52,62.52
2005,16,37.65,50,75,0,0,0,0
2006,16,30.36,50,75,0,0,0,0
2007,16,20.93,34.63,75,20.35,0,0,20.35
2008,16,57.98,44.31,75,0,0,0,0
2009,16,58.68,50,75,0,0,0,0
2010,16,61.6,35.51,60.51,0,0,46.74,46.74
2011,16,50,50,75,0,0,0,0
2012,16,28.38,50,75,0,0,0,0
2013,16,7.78,31.78,74,86.11,0,3.23,89.34
2014,16,25,50,75,0,0,0,0
2015,16,13.36,25,75,58.21,0,0,58.21
2016,16,49.15,50,75,0,0,0,0
2017,16,40.31,50,75,0,0,0,0
2018,16,47.75,37.73,75,0,0,0,0
2019,16,75,50,75,0,0,0,0
