"","1","2","3"
"1983",25.4186465142857,1.15146030840336,35.4271110441176
"1984",0.498151083333333,0.498151083333333,12.29039
"1985",0.313524444444444,25.3135244444444,69.489561
"1986",19.2296097222222,16.0324485163398,37.4831587941176
"1987",6.43974793095238,2.29492358809524,20.2287188793651
"1988",6.103769,0,50
"1989",0.573730138888889,19.53546,51.0475813
"1990",0,9.154205,48.96852
"1991",38.688983,24.831747,55.656778
"1992",0,0,50
"1993",7.86788980555556,0,50
"1994",0,25,72.6000086944444
"1995",2.867303,1.77851250681606,51.7785125068161
"1996",26.277214,25,72.37867
"1997",19.840828,33.627042,75
"1998",0,22.22437,72.22437
"1999",1.399889,9.155194,57.755305
"2000",14.20762,34.641498,70.433878
"2001",19.014043,19.014043,50
"2002",0,0,38.898319
"2003",8.816155,13.084114,46.26796
"2004",4.755869,4.755869,44.831111
"2005",0,13.72999,48.208118
"2006",0,25,50
"2007",7.424982,25,75
"2008",8.527672,11.14686,51.70072
"2009",0,14.735909,43.930523
"2010",0,0,50
"2011",0,19.147302,65.234666
"2012",6.358675,25.729145,69.37047
"2013",0,4.33167,54.33167
"2014",0,0,40.69718
"2015",0,6.408753,37.147593
"2016",25,50,75
"2017",0,25,63.785516
"2018",3.624318,25,57.375596
"2019",4.40228,11.784273,45.745274
