Time,HainET30Y Evapotranspiration
Jul 1983,31.47614
Jul 1984,22.40163
Jul 1985,21.44995
Jul 1986,29.46266
Jul 1987,32.74283
Jul 1988,27.42248
Jul 1989,30.60645
Jul 1990,26.3208
Jul 1991,27.55337
Jul 1992,40.05611
Jul 1993,26.97732
Jul 1994,27.16364
Jul 1995,29.33613
Jul 1996,27.66274
Jul 1997,27.1802
Jul 1998,25.87077
Jul 1999,32.65053
Jul 2000,32.24699
Jul 2001,24.8979
Jul 2002,32.66114
Jul 2003,28.54756
Jul 2004,35.541
Jul 2005,25.52957
Jul 2006,24.11851
Jul 2007,27.2776
Jul 2008,31.56577
Jul 2009,27.60379
Jul 2010,22.71388
Jul 2011,23.23543
Jul 2012,15.59923
Jul 2013,20.16724
