Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.848387096774194,0.848387096774194,0.848387096774194,0.848387096774194,0,0,0,0.848387096774194,0,0,0,0.848387096774194,0,0,0,14.9,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0272727272727273,0.0272727272727273,0,0.0272727272727273,0,0,0.0272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,29.2,4.27941176470587,5.29084033613444,26.5,0,0,4.27941176470587,0,0,0,1.01142857142857,0,0,15.7,0,0,0,0,15.7,29.2,0,0,0,0,0,0,0,0,21.1,0,43.5,0,0,0,0,0
8,5.64857142857143,0,12.2314285714286,26.5,6.58285714285715,0,18.4,0,15.7,0,23.8,0,15.7,15.7,18.4,0,0,0,0,15.7,18.4,0,66.4,0,0,0,15.7,19.7,0,0,18.4,94.8,17,0,0,0,27.8
9,0,0,17.3742857142857,0,0,14.4,0,18.4,16.8,0,21.1,2.97428571428571,19.3,98.6,0,18.4,0,0,0,55.7,0,0,0,0,0,0,19.7,0,0,16.8,0,0,0,0,0,0,19.3
10,7.28571428571429,0,16.6441176470588,8.4,18,12.3,8.4,0,19.9,7.7,18.5,6.44411764705883,13.7298319327731,29,55,0,0,70.6,15,33.1,0,36.9,0,12.2,8.4,28,12,13,4.4,10.1,0,10.6,4.1,9.9,0,13.3,5.1
11,13.6,9.1,6.1,16.2,19.0212121212121,15,29.9,4.6,17.2,12.8,15.9462121212121,16.2,26.6,9.1,12.8,14.1212121212121,17.5,62.8,0,7.6,0,16.6,17.7212121212121,27.6,30.9,42.9,13,18.4,4.2,13.1,9.1,27.1,0,6,16.3,0,20.9
12,18.7,4.7,42.8,9.9,13.0371428571429,0,8.93714285714286,43.9,5,41.4,51.5,17.3,12.2,39.3,14.9,21,10.8,26,8.5,0,6.4,20.6,24.3,8.6,14,27.8,13.9,16.1,8.9,0,15.3,56.6,0,14.7,39.7,5.3,20.1
13,27.7,4.8,12.4363636363636,8,18.9,17.8,4.8,5.5,62.1363636363636,16.7,24.3877922077922,46.1,26.9,37.2,14.4,20.0363636363636,3.3,23.6,15.3,0,4.8,0,40.3,27.3,7.8,75.7,3.9,70.9,9.2,22.7,13.3,43.8,71.5,60.7,36,11.9514285714286,12.5
14,38.2,30.7,33.3,22.2611111111111,77.2,9.6,39.9,0,21,17.9,36.3,13.6,8.5,51.7,42.7,39.9,2.7,2.7,7.1,7.5,0,0,2.7,13.6,7.1,39.8,3.6,6.1,38.8,9.3,26.4,55.5,9.1,40.1,61.1,0,7.7
15,40.8,36.1,45.9,23.78,117,4.6,20.88,4.6,14,0,37.8,0,48.7,77.9,85.2,26.5,14.8,8.2,13.8,4.6,14,0,24.3,47,32.7,18.9,0,15.4,96.5,13.9,25.2,93.4,64.1,11.6,34.5,44.7,41.1
16,57.2,23.4,0,29.5314285714286,25.9,34.8,28.5480952380952,5.2,0,22.7,30.2,35.8,24.5,86.6,145.7,39.8,7.6,39.1,21.6,15.5,0,0,22.7,26.6,23.3,38.8,51.9,36.4,26.6,21.1,0,0,18.5,18.6,0,47.2,50.9
17,10.5,37.3,40.5,51.8,68.8,27.7,22.2,17.2,48.9,8.4,17.2,26.2,10,98.9,61.4,8.4,0,0,40.2,54.6,27.1,35,16.4,33.6,92.1,89.3,79.5,63.1,71.4,31.5,26.5,28.8,49,46.7,8.4,55.1,72.2
18,0,45.2,20.6,126.9,33.0305555555556,13,32.5,25.7,151.7,18.4,13,69.5,29.2,11.1,105.6,55.8,99.3,43.7,92.7,82.3,72.4,79.6,94.6,53.6,117.1,45.1,38.2,33.2,51.4,106.8,91.1,29.4,57.2,60.1,63.9,69.1,57.7
