T2,MODIS HAIN ET
Oct 2000,78.4
Oct 2001,31.0
Oct 2002,27.3
Oct 2003,90.9
Oct 2004,55.9
Oct 2005,99.7
Oct 2006,92.3
Oct 2007,97.7
Oct 2008,93.1
Oct 2009,96.4
Oct 2010,93.5
Oct 2011,99.5
Oct 2012,94.1
Oct 2013,91.0
Oct 2014,94.3
