"","MIXEDET"
"1983",65.5708631146351
"1984",70.9850394455707
"1985",104.681242267676
"1986",87.3467563687691
"1987",168.781600886351
"1988",71.7571211096443
"1989",103.553618850832
"1990",79.3137594654904
"1991",135.392354727578
"1992",107.242097739094
"1993",120.612152675274
"1994",85.239399177268
"1995",85.1339161738393
"1996",169.253803021508
"1997",93.9466897206749
"1998",66.0108249707888
"1999",80.3023115742998
"2000",93.3
"2001",40.9
"2002",29.2
"2003",103.5
"2004",96.1
"2005",141.6
"2006",113.7
"2007",122.3
"2008",137.7
"2009",89.1
"2010",108
"2011",91.6
"2012",118.5
"2013",72.2
"2014",95
