"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,6.88,2.63,32.7,0,0,38.46,38.46
1984,16,0.43,0.43,0,100,0,100,200
1985,16,0.44,11.35,60.91,100,0,0,100
1986,16,25,49.32,49.32,0,0,1.52,1.52
1987,16,1.93,3.36,14.04,100,0,79.9,179.9
1988,16,10.34,10.34,50,0,0,0,0
1989,16,0.84,24.64,54.68,100,0,0,100
1990,16,0,0,50,100,0,0,100
1991,16,0,25,50,100,0,0,100
1992,16,0,16.38,46.43,100,0,7.93,107.93
1993,16,0.16,0,50,100,0,0,100
1994,16,0,25,61.78,100,0,0,100
1995,16,3.08,3.71,53.71,100,0,0,100
1996,16,24.49,25,62.91,0,0,0,0
1997,16,37.36,39.32,50.92,0,0,0,0
1998,16,0,25,75,100,0,0,100
1999,16,21.54,46.54,75,0,0,0,0
2000,16,1.97,26.97,58.42,100,0,0,100
2001,16,12.78,12.78,50,0,0,0,0
2002,16,0,21.26,56.96,100,0,0,100
2003,16,0,11.62,58.72,100,0,0,100
2004,16,9.54,9.54,43.1,0,0,15.33,15.33
2005,16,0,12.28,62.28,100,0,0,100
2006,16,0,25,75,100,0,0,100
2007,16,0,25,75,100,0,0,100
2008,16,11.67,9.92,58.66,0,0,0,0
2009,16,0,17.84,50.89,100,0,0,100
2010,16,0,0,50,100,0,0,100
2011,16,0,4.2,54.2,100,0,0,100
2012,16,7.69,32.69,75,0,0,0,0
2013,16,0,12.06,62.06,100,0,0,100
2014,16,0,0,37.48,100,0,27.82,127.82
2015,16,0,0,0,100,0,100,200
2016,16,0,0,50,100,0,0,100
2017,16,0,25,55.8,100,0,0,100
2018,16,24.53,40.65,47.22,0,0,6.18,6.18
2019,16,4.26,25,68.6,100,0,0,100
