Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0.318511520270271,0,0.114877804761905,0.0639069432432433,0,0,0.129488471428571,0.129488471428571,0,0,0,0,0,0,0,2.085789,12.111931,0,0.223750416666667,0,0,0,0,0,0,0,0,2.516202,0,0,0.2978589,0,0,0,0,0,1.460659
2,0.270618407657657,0.0267705054054054,0.0284290833333333,0,0,0,0,0,0,2.998691,0,0,0,0.9905087,0,5.962314,0,0,0,0,0,0,0,0,1.023447,0,0,0,0,0,0,0,0,0,0,0,0
3,0.163489816666667,0,1.981845,0,0,0,0,0.0161278162162162,0.106921416666667,0.5967292,0.0565684,0,0,0,1.867326,1.979894,0.0565684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0.0793721351351351,0.128882254054054,0,1.999494,0,0,0,0,0,2.7691494,0,0,0,0,0,0,0,0,0,0,0,0,2.936769,0,0,0,0,0,0,0,0
5,0.44271948907563,3.7008215,3.54175157679738,0.229463371428571,0,1.725461,0,3.75500769444444,3.48756538235294,0,0.469468024210765,0,13.65451,0,0,0,0,0,0,0,0,0,2.458174,0,0,0,0,0,0,0,0,5.98472,0,0,10.017012,0,122.3325038
6,0.1117744,1.117744,1.2672752667396,5.8663244,1.30074947222222,30.893515,0.1117744,2.73898808370656,0.1117744,0,5.7867884,4.9640534,5.0663484,2.049291,0.1117744,1.1043288,0.1117744,0,0.503642248571429,0.1117744,7.8995894,0,11.7299744,0.1117744,0.1117744,0,0.5903773,0.1117744,0.1117744,0,0.1117744,0.1117744,0.1117744,0,0.1117744,1.4639137,0.1117744
7,0,3.869813,0.510019788571428,0.3105114,27.8688057885714,0,0.082393,0.674491486486487,0,0,0,4.14818403783784,0,15.432795,7.761833,0.510019788571428,0,0,0,13.522785,0,0,0,3.72253,0,0,3.8256296,0,0,0,0.2983891,15.14908,0,0,0,0,0
8,13.42248,9.179518,1.27635897297297,2.460459,1.06658423783784,0,21.1148,0,3.389653,2.371365,12.2651,0,14.62002,0,5.3862419,0.159719378378378,0,0,9.06419,0,0,0,29.340675,18.15682,0,0,0,0,19.5168768,0,0,17.726269,4.451312,0,0,2.973089,17.79946
9,0.137059888888889,0,6.20941521111111,0,10.3438547,1.07604640540541,31.077088,1.351557,0,0.6964017,13.1476042222222,0,26.93644,22.578305,2.0069336,0,7.994918,8.211942,5.728246,43.300429,0,0,0,0.9668249,14.1155872,0,48.594245,6.918997,0,14.950867,0.7957078,0,4.284582,2.448548,0,0,0
10,92.6661316388889,0.5682958,62.3989114054054,2.53014635135135,35.293628,2.607097,3.77805702252252,2.43919396756757,4.839873,0,12.449215,0.420503675675676,18.5578098333333,78.940261,31.703813,7.940473,0,27.176131,0,1.223141,0,3.886746,0,81.28531,52.69526,7.965141,12.25171,10.7267,0,0,26.31533,90.5314188,0,17.514673,0,11.912215,6.927406
11,4.354957,0.4096493,145.73569,0,0,9.482141,5.83348565277778,0,0,2.471649,14.5742425361111,2.5411085,10.981608,6.950443,0,0.347167111111111,1.212225,11.074085,0,12.01604,8.15437,9.632085,22.6846774444444,56.680938,4.610644,0,5.782453,9.966344,0,6.162577,21.897361,0,0,1.407369,0,3.260396,7.144778
12,15.4096362550654,0,17.8281566768908,28.97114,2.01020033333333,1.765861,11.8635673054622,24.082404,0,0,51.7466772,25.138626,4.968599,0,8.5750481,0,0,1.780648,0,0,0,0,9.428582,0.3367839,9.514741,0,0,12.984562,6.712548,6.161505,4.53573,7.957027,0,12.48745,16.10625,16.748349,7.491118
13,159.488663,20.164859,21.3557952984127,26.88323925,25.816011,0,0,0,19.416187,38.784507,5.975495,1.075039,8.328339,8.25156,6.02961754285714,27.567225,0,4.340391,14.542501,0,0,2.529374,21.734034,10.6033566,2.994491,29.157429,0,44.419444,19.90297,12.43541,6.964465,10.8062,16.167858,4.8034964,19.575949,4.666044,0
14,34.388697,7.2231295,1.38706715714286,4.17254252380953,95.669258,6.268239,1.05835880555556,0,0,0,6.915383,3.3617312,36.64667,7.003282,1.957523,2.99258,0,0,0,0,0,0,6.109837,0.2984755,20.263869,0,3.270276,0,29.366752,0,11.427981,10.184088,0,22.82297,31.226038,0,7.067591
15,17.609294,16.27277,0,1.38569751428571,55.022496,0,1.59133744444444,0,2.931906,0,0,0,0,16.725185,7.225937,1.09539891428571,0,0,0,0,0,0,10.249238,2.701755,0,0,0,0,31.741617,0.2983348,0,13.76425,0,0,0,10.55631,0
16,17.329392,5.888218,0,0,47.846238,0.9734243,0.134333555555556,0,0,0,29.4134053888889,4.3899078,0,13.247509,4.7177498,1.01087,0,5.61072,0,4.4226965,0,0,0,0,5.969174,0,0,0,0,0,0,0,0,0,0,0,0
17,0.277444322222222,0.3533518,9.963955,0.3580448,4.993799,0,0,0,8.950932,0,5.9989302,8.3234451,0,8.39138,22.845356,8.982804,1.309206,0,0,0,3.540074,0,0,3.66803,0,5.984999,0,0,25.55226,0,0.8975307,4.97744,30.063465,7.063054,0,0,0
18,1.76370382857143,6.20744903055556,3.54877181111111,112.234606311111,7.74729191190476,0,0,0,7.197335,0,5.1025518,31.814451,6.98701,13.996587,3.010751,50.149277,3.622128,13.809281,0,0,9.76976,0,0,27.520153,6.995738,0,0,0,1.006238,11.092668,0.3981034,5.0954344,9.963388,6.024873,9.4333208,0,0
19,0.0660032617647059,12.703349,42.7045257,33.1128832617647,12.9560172457143,10.081102,4.637719,0,62.07524,0,81.962535,47.21703,27.4214285047012,35.946399,97.79476,17.994364,36.038591,7.222407,0,0,0.5071328,0.7493655,5.418559,25.1953701,77.779025,6.584417,5.6130814,52.010366,6.3635029,21.9293366,5.2119981,1.208543,15.870194,12.2761345,51.6605016,17.989284,0
20,51.1461743611111,4.851872,16.954472,64.677833,0,88.980566,14.097207,18.191157,6.299574,22.413054,45.948094,35.8234901388889,78.89872,47.119285,13.437353,20.002863,101.107385,7.552417,10.256216,5.14022,0.7920517,11.806138,16.894577,32.167207,61.697986,18.5671121,26.9862273,89.5447719,12.42246,14.24226,30.09708,60.705727,34.296691,35.972674,0,31.68477,4.520393
21,36.4250233722222,32.2121969,23.156127,62.9488131388889,3.14936483333333,135.605016141667,0,35.413512,21.152002,20.57143,16.722998,103.5014312,92.092813,68.542379,84.957267,59.950753,36.148318,24.742538,42.964555,16.252377,33.88552,17.003538,28.770673,12.17014,105.800722,6.755978,70.62665,32.996763,61.51449,67.687934,62.9584811,31.821587,5.200797,114.820919,11.06369,29.033826,13.324289
22,124.491404,31.551302,9.000001,55.0746654888889,17.7476918,81.464195,51.1165713611111,29.5588636833333,31.894621,5.881132,16.3942746,15.6568367,67.870481,50.507899,32.398782,27.05728,83.79416,42.245866,61.354047,51.598205,48.40596,48.095312,25.214118,47.519912,48.549447,19.7390527,2.987776,77.11999,63.893246,56.164431,39.527664,63.443839,29.591067,64.641704,14.037394,81.918239,33.9644729
23,57.533001,16.8693235936508,31.7158562027778,61.5474472694444,17.3538263222222,50.283486,24.308851,0,28.126945,83.007227,18.8487709686508,87.0732449805556,34.700977,44.297176,71.058088,85.9430275,37.414374,81.411204,46.653511,26.948127,99.938383,31.682288,10.431815,21.384719,22.702693,7.6731353,13.751998,90.08729,10.504205,3.860545,29.984003,19.252825,39.103248,65.7681367,75.5526946,15.387171,2.91518
24,31.160496,0.3014937,93.2939672,30.343204,2.078268,41.974596,0,0,66.0104528638889,36.21887,48.7208305,113.1527329,53.39411,71.604546,27.470375,61.499654,112.483306,30.623877,37.956513,20.698404,49.796919,0,32.11142,64.5475288,26.818508,50.46996,58.565293,108.623018,14.8805514,16.535474,17.568614,97.155692,60.707106,40.354233,93.7496671,55.025099,55.062572
25,5.711373,11.514053120098,60.6593315,70.0775953055555,23.057052,20.47845,26.7789694117647,17.160758,23.7371274,0,26.7190184117647,20.561057,53.325972,22.312,1.805522,25.2612036,37.244444,14.669028,35.593962,31.66327,17.640486,5.455615,32.485366,28.451304,41.319969,44.030749,0,24.4190349,28.007641,0,35.320051,65.973974,40.512725,28.268092,24.405471,107.181466,12.173092
26,11.3124617941177,32.740678,6.57346199411765,0.7845377,8.899587,67.3731653884034,22.6168255277778,7.967988,11.481179,13.3522985833333,7.723955,1.52088,4.87634259428571,16.731859,3.344936,23.1900608,13.9117478527778,2.208832,24.885844,35.839673,4.704951,16.446786,12.180734,0,3.550938,1.354472,0,59.165689,0,2.41658,15.351107,19.574992,8.107942,10.3336067,15.035761,53.432398,21.777372
27,1.385463,12.3097940027778,6.158765,11.93038,0.656714028571429,14.661693,128.529057,15.84589,5.897408,7.08020032857143,4.036585,8.7147257,0,0,14.875154,15.5982993888889,16.621483,19.325888,3.179993,2.794501,30.479462,0,11.353502,4.777167,0,7.731317,0,21.02657,10.3761,0,0,0,11.89169,2.2471616,5.5703812,2.104242,28.0375231
