Time,NDVI
Oct 1981,0.5159032
Oct 1982,0.6293871
Oct 1983,0.4809355
Oct 1984,0.416
Oct 1985,0.3636452
Oct 1986,0.5490968
Oct 1987,0.5774516
Oct 1988,0.5688065
Oct 1989,0.4112258
Oct 1990,0.3871936
Oct 1991,0.4225807
Oct 1992,0.5064839
Oct 1993,0.4463549
Oct 1994,0.6493871
Oct 1995,0.5695807
Oct 1996,0.5655161
Oct 1997,0.4465162
Oct 1998,0.5631291
Oct 1999,0.5145807
Oct 2000,0.6031613
Oct 2001,0.5845807
Oct 2002,0.5729678
Oct 2003,0.513871
Oct 2004,0.3522581
Oct 2005,0.4091936
Oct 2006,0.4938065
