"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,7.18,1.19,37.77,0,0,11.95,11.95
1984,16,0.4,0.4,17.36,100,0,87.56,187.56
1985,16,0.08,25.08,75,100,0,0,100
1986,16,40.76,25.87,50.87,0,0,0,0
1987,16,14.36,29.22,31.48,0,0,35.27,35.27
1988,16,4.87,25,75,100,0,0,100
1989,16,1.46,13.66,29.97,100,0,40.85,140.85
1990,16,0,10.88,44.95,100,0,0,100
1991,16,0,0,31.7,100,0,34.43,134.43
1992,16,7.78,7.78,50,0,0,0,0
1993,16,29.52,0,46.83,0,0,0,0
1994,16,0,25,75,100,0,0,100
1995,16,0,22.56,72.56,100,0,0,100
1996,16,25,15.65,40.65,0,0,1.31,1.31
1997,16,34.38,43.07,49.9,0,0,0,0
1998,16,17.22,25,71.09,0,0,0,0
1999,16,1.98,26.98,72.53,100,0,0,100
2000,16,25,28.61,53.61,0,0,0,0
2001,16,9,0,42.99,0,0,0,0
2002,16,4.61,0,29.45,100,0,42.77,142.77
2003,16,11.27,26.17,45.58,0,0,0,0
2004,16,2.44,2.44,45.28,100,0,0,100
2005,16,19.27,22.64,41.26,0,0,0,0
2006,16,28.78,34.82,34.82,0,0,22.9,22.9
2007,16,5.61,30.61,75,0,0,0,0
2008,16,0,17.3,67.3,100,0,0,100
2009,16,10.34,24.98,64.64,0,0,0,0
2010,16,19.6,26.64,51.58,0,0,0,0
2011,16,25,8.77,41.35,0,0,0,0
2012,16,28.06,47.44,55.26,0,0,0,0
2013,16,0,12.46,62.46,100,0,0,100
2014,16,0,11.73,61.73,100,0,0,100
2015,16,0,25,72.46,100,0,0,100
2016,16,13.01,17.18,60.33,0,0,0,0
2017,16,0,25,75,100,0,0,100
2018,16,4.43,17.73,67.73,100,0,0,100
2019,16,11.73,8.11,27.02,0,0,51.76,51.76
