"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,24.59,2.21,26.5,0,0,49.99,49.99
1984,16,0.39,3.74,3.35,100,0,100,200
1985,16,0.42,25.42,71.02,100,0,0,100
1986,16,25,50,50,0,0,0,0
1987,16,2.12,4.08,12.46,100,0,82.64,182.64
1988,16,10.08,15.03,54.94,0,0,0,0
1989,16,0.5,23.98,73.98,100,0,0,100
1990,16,0,0,50,100,0,0,100
1991,16,0,25,75,100,0,0,100
1992,16,0,16.53,41.53,100,0,15.05,115.05
1993,16,0,0,46.62,100,0,3.2,103.2
1994,16,0,25,75,100,0,0,100
1995,16,3.05,3.74,53.74,100,0,0,100
1996,16,17.08,25,71.46,0,0,0,0
1997,16,35.32,41.88,50.29,0,0,0,0
1998,16,0,25,75,100,0,0,100
1999,16,20.59,45.59,75,0,0,0,0
2000,16,1.91,23.15,51.95,100,0,0,100
2001,16,12.45,12.45,50,0,0,0,0
2002,16,0,0,32.55,100,0,35.93,135.93
2003,16,0,16.08,63.77,100,0,0,100
2004,16,8.14,8.14,44.84,0,0,7.36,7.36
2005,16,0,14.52,64.52,100,0,0,100
2006,16,0,17.17,59.01,100,0,0,100
2007,16,0,25,75,100,0,0,100
2008,16,9.25,11,57.35,0,0,0,0
2009,16,0,21.7,66.47,100,0,0,100
2010,16,0,0,50,100,0,0,100
2011,16,11.52,4.21,54.21,0,0,0,0
2012,16,11.06,36.06,75,0,0,0,0
2013,16,0,20.39,70.39,100,0,0,100
2014,16,0,0,44.76,100,0,7.54,107.54
2015,16,0,0,4.44,100,0,100,200
2016,16,0,0,50,100,0,0,100
2017,16,0,25,67.28,100,0,0,100
2018,16,5.64,19.99,64.35,0,0,0,0
2019,16,0,17.45,65.85,100,0,0,100
