"","1","2","3"
"1983",38.6,36.8,75
"1984",70.3,50,75
"1985",34.7,34.7,75
"1986",75,50,75
"1987",70.3,45.5,70.5
"1988",58.1,49.9,75
"1989",56.4,47.9,75
"1990",58.9,50,75
"1991",62.3,50,75
"1992",42,46.7,71.7
"1993",71.5,46.5,75
"1994",74.1,50,75
"1995",70.1,50,75
"1996",64.8,39.8,75
"1997",75,50,75
"1998",70.4,50,75
"1999",47.6,50,75
"2000",50,50,75
"2001",73.8,50,75
"2002",63.9,50,75
"2003",74,50,75
"2004",59.1,50,75
"2005",36.4,50,75
"2006",67.7,50,75
"2007",75,50,75
"2008",75,50,75
"2009",72.3,50,75
"2010",72.4,50,75
"2011",75,50,75
"2012",64.7,50,75
"2013",70.7,50,75
"2014",73.3,49.1,75
"2015",75,50,75
"2016",75,50,75
"2017",57,50,75
"2018",75,50,75
"2019",75,50,75
