Time,NDVI
Jul 1981,0.2423307
Jul 1982,0.1559839
Jul 1983,0.1250242
Jul 1984,0.1947177
Jul 1985,0.2537742
Jul 1986,0.2643226
Jul 1987,0.287742
Jul 1988,0.233129
Jul 1989,0.2526532
Jul 1990,0.2963145
Jul 1991,0.2316694
Jul 1992,0.2073145
Jul 1993,0.2666935
Jul 1994,0.2911855
Jul 1995,0.2377339
Jul 1996,0.3619919
Jul 1997,0.3358548
Jul 1998,0.2570726
Jul 1999,0.2204194
Jul 2000,0.1958548
Jul 2001,0.3035806
Jul 2002,0.213621
Jul 2003,0.2205807
Jul 2004,0.2937823
Jul 2005,0.2949436
Jul 2006,0.2830403
