Time,HainET30Y Evapotranspiration
Jul 1983,17.21071
Jul 1984,13.46287
Jul 1985,26.29279
Jul 1986,20.97516
Jul 1987,23.03104
Jul 1988,19.73721
Jul 1989,28.21696
Jul 1990,15.95391
Jul 1991,20.09901
Jul 1992,19.73031
Jul 1993,19.6914
Jul 1994,20.3792
Jul 1995,21.14803
Jul 1996,18.07651
Jul 1997,19.00826
Jul 1998,20.69499
Jul 1999,17.79549
Jul 2000,17.94289
Jul 2001,23.96829
Jul 2002,22.00089
Jul 2003,16.24452
Jul 2004,27.26053
Jul 2005,21.22816
Jul 2006,19.3758
Jul 2007,12.96399
Jul 2008,18.039
Jul 2009,12.28914
Jul 2010,20.93411
Jul 2011,18.59601
Jul 2012,26.95775
Jul 2013,19.21966
