Time,NDVI
Oct 1981,0.6727742
Oct 1982,0.6646129
Oct 1983,0.6175323
Oct 1984,0.5477581
Oct 1985,0.6480001
Oct 1986,0.6085968
Oct 1987,0.5269033
Oct 1988,0.5825968
Oct 1989,0.5792097
Oct 1990,0.6746129
Oct 1991,0.5989194
Oct 1992,0.6019033
Oct 1993,0.5317903
Oct 1994,0.6278549
Oct 1995,0.4991129
Oct 1996,0.4374678
Oct 1997,0.4407581
Oct 1998,0.5390323
Oct 1999,0.5740645
Oct 2000,0.5543065
Oct 2001,0.5553064
Oct 2002,0.5880968
Oct 2003,0.6172259
Oct 2004,0.5956291
Oct 2005,0.5677904
Oct 2006,0.5385807
