Time,NDVI
Oct 1981,0.4655806
Oct 1982,0.5385162
Oct 1983,0.3976694
Oct 1984,0.4936129
Oct 1985,0.3821936
Oct 1986,0.4505565
Oct 1987,0.455992
Oct 1988,0.4520403
Oct 1989,0.5136532
Oct 1990,0.354363
Oct 1991,0.4783871
Oct 1992,0.5855887
Oct 1993,0.4125565
Oct 1994,0.5392984
Oct 1995,0.363629
Oct 1996,0.4450403
Oct 1997,0.4164194
Oct 1998,0.5679355
Oct 1999,0.5522661
Oct 2000,0.6466936
Oct 2001,0.5402662
Oct 2002,0.4800887
Oct 2003,0.5330565
Oct 2004,0.475121
Oct 2005,0.4702984
Oct 2006,0.5186371
