T2,MODIS HAIN ET
Oct 2000,22.1
Oct 2001,21.2
Oct 2002,8.0
Oct 2003,37.9
Oct 2004,19.9
Oct 2005,51.6
Oct 2006,57.6
Oct 2007,74.1
Oct 2008,67.7
Oct 2009,43.0
Oct 2010,72.4
Oct 2011,51.3
Oct 2012,35.8
Oct 2013,57.0
Oct 2014,33.6
