"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",15.04884,32.13631,50.42243,39.42429,35.44238,39.02887,16.34053,37.48083,21.96724,15.60897,15.3761,25.92198,21.03077,16.74902
"Feb",9.658264,25.1039,23.8719,32.46324,33.68244,27.95043,19.13211,34.58197,16.86275,11.33114,14.06024,14.69531,10.0949,22.07724
"Mar",13.13077,30.26465,25.07606,35.6626,21.26826,39.76464,26.96792,24.77154,3.831443,18.49965,19.30045,18.0178,11.89016,14.62706
"Apr",8.440405,15.36726,22.85378,23.83573,24.87802,16.44563,25.68693,18.70364,6.035909,10.04495,13.90407,12.60852,16.46288,9.235833
"May",6.363396,10.04381,6.371757,7.703813,6.394917,20.33569,10.91234,6.335555,8.281178,5.154106,13.59922,12.27189,8.38049,9.685206
"Jun",2.022587,2.885557,2.654092,4.522265,5.076819,6.421952,4.035737,7.003487,5.308333,2.672357,4.781301,6.74472,4.521992,3.453934
"Jul",9.353695,12.7844,6.890164,11.78024,9.421697,13.62079,13.06185,20.0799,9.966779,10.96673,14.60757,10.88471,13.54337,11.66232
"Aug",23.48978,32.87098,21.18525,24.67052,22.57104,20.33903,22.01124,28.46236,18.28442,21.19784,22.37095,23.80699,23.98058,24.25701
"Sep",25.10174,34.11054,23.30076,27.11871,18.13999,22.29472,23.89465,25.41863,21.16859,20.45857,28.04584,25.7004,23.93708,25.16835
"Oct",25.24588,23.51847,12.35951,16.2816,12.32175,12.50343,17.59976,16.47687,21.70899,15.12689,17.89982,17.35846,13.2409,22.01814
"Nov",20.99043,14.79029,9.922295,14.67629,13.4945,13.2899,13.98063,12.86752,21.34521,10.48089,12.76767,28.63046,10.6677,20.19449
"Dec",30.60445,14.42214,31.99532,18.51743,25.30395,8.999353,32.1431,11.66753,13.21296,19.72222,11.27225,17.99429,12.40399,15.58539
