"year","crop","value"
"1983","Barley",77.18826
"1983","Maize",77.25785
"1983","Sorghum",78.81065
"1983","Teff",54.66954
"1983","Wheat",54.86003
"1984","Barley",63.50474
"1984","Maize",46.33562
"1984","Sorghum",47.5534
"1984","Teff",48.97909
"1984","Wheat",49.06872
"1985","Barley",97.18945
"1985","Maize",71.2232
"1985","Sorghum",74.21763
"1985","Teff",71.81426
"1985","Wheat",71.39563
"1986","Barley",93.11691
"1986","Maize",67.10094
"1986","Sorghum",72.60829
"1986","Teff",85.87215
"1986","Wheat",84.60378
"1987","Barley",85.11875
"1987","Maize",72.31575
"1987","Sorghum",74.13113
"1987","Teff",65.29737
"1987","Wheat",64.80043
"1988","Barley",93.88754
"1988","Maize",59.75109
"1988","Sorghum",58.16478
"1988","Teff",76.14812
"1988","Wheat",75.84676
"1989","Barley",91.36737
"1989","Maize",59.28523
"1989","Sorghum",61.56419
"1989","Teff",75.10149
"1989","Wheat",74.44755
"1990","Barley",92.82563
"1990","Maize",54.57526
"1990","Sorghum",57.28016
"1990","Teff",68.58105
"1990","Wheat",68.60885
"1991","Barley",99.35714
"1991","Maize",89.45245
"1991","Sorghum",90.45782
"1991","Teff",90.65787
"1991","Wheat",89.99311
"1992","Barley",86.66871
"1992","Maize",73.5233
"1992","Sorghum",74.65747
"1992","Teff",72.32172
"1992","Wheat",71.7241
"1993","Barley",88.4296
"1993","Maize",74.0771
"1993","Sorghum",76.2112
"1993","Teff",66.74304
"1993","Wheat",66.29079
"1994","Barley",97.58071
"1994","Maize",74.55751
"1994","Sorghum",74.41227
"1994","Teff",77.93295
"1994","Wheat",77.6814
"1995","Barley",97.94918
"1995","Maize",76.70829
"1995","Sorghum",79.66924
"1995","Teff",73.94376
"1995","Wheat",73.83753
"1996","Barley",99.22931
"1996","Maize",97.8664
"1996","Sorghum",96.94436
"1996","Teff",86.87118
"1996","Wheat",87.25137
"1997","Barley",90.13942
"1997","Maize",78.28551
"1997","Sorghum",77.82735
"1997","Teff",75.2125
"1997","Wheat",75.7379
"1998","Barley",97.18958
"1998","Maize",73.01949
"1998","Sorghum",75.52355
"1998","Teff",73.87629
"1998","Wheat",73.64158
"1999","Barley",98.56914
"1999","Maize",59.97731
"1999","Sorghum",60.13895
"1999","Teff",78.56981
"1999","Wheat",77.98854
"2000","Barley",94.93177
"2000","Maize",56.10505
"2000","Sorghum",65.7797
"2000","Teff",70.67493
"2000","Wheat",70.64131
"2001","Barley",94.29011
"2001","Maize",55.46984
"2001","Sorghum",56.12911
"2001","Teff",68.3973
"2001","Wheat",68.38592
"2002","Barley",74.64622
"2002","Maize",47.24141
"2002","Sorghum",48.44143
"2002","Teff",57.91497
"2002","Wheat",57.37318
"2003","Barley",98.36276
"2003","Maize",61.55272
"2003","Sorghum",61.76501
"2003","Teff",79.06114
"2003","Wheat",79.34613
"2004","Barley",65.99399
"2004","Maize",41.74286
"2004","Sorghum",43.25109
"2004","Teff",51.32411
"2004","Wheat",50.42449
"2005","Barley",90.99588
"2005","Maize",60.13542
"2005","Sorghum",66.52142
"2005","Teff",70.158
"2005","Wheat",69.32555
"2006","Barley",98.9883
"2006","Maize",75.46645
"2006","Sorghum",75.94103
"2006","Teff",85.67599
"2006","Wheat",85.56964
"2007","Barley",95.435
"2007","Maize",62.97974
"2007","Sorghum",63.84548
"2007","Teff",73.37251
"2007","Wheat",72.06512
"2008","Barley",83.905
"2008","Maize",62.03882
"2008","Sorghum",63.18957
"2008","Teff",66.67087
"2008","Wheat",66.01726
"2009","Barley",94.82204
"2009","Maize",60.04939
"2009","Sorghum",60.23359
"2009","Teff",74.65353
"2009","Wheat",74.97199
"2010","Barley",98.14433
"2010","Maize",84.36762
"2010","Sorghum",85.1497
"2010","Teff",82.133
"2010","Wheat",82.31184
"2011","Barley",83.1313
"2011","Maize",63.90826
"2011","Sorghum",65.75173
"2011","Teff",65.43983
"2011","Wheat",66.0433
"2012","Barley",96.58643
"2012","Maize",65.39892
"2012","Sorghum",66.55547
"2012","Teff",71.15107
"2012","Wheat",70.98327
"2013","Barley",94.58073
"2013","Maize",68.6504
"2013","Sorghum",71.26569
"2013","Teff",69.15639
"2013","Wheat",68.04447
"2014","Barley",99.0725
"2014","Maize",90.02177
"2014","Sorghum",89.87651
"2014","Teff",73.16714
"2014","Wheat",72.84917
"2015","Barley",87.40569
"2015","Maize",68.87057
"2015","Sorghum",69.88721
"2015","Teff",82.02295
"2015","Wheat",80.62634
"2016","Barley",98.69196
"2016","Maize",76.39622
"2016","Sorghum",76.27902
"2016","Teff",84.92537
"2016","Wheat",85.01479
"2017","Barley",94.68474
"2017","Maize",82.23232
"2017","Sorghum",82.57308
"2017","Teff",66.57906
"2017","Wheat",67.43966
"2018","Barley",99.24022
"2018","Maize",79.77402
"2018","Sorghum",79.66205
"2018","Teff",91.75466
"2018","Wheat",91.33036
