"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",10.88621,20.27304,25.57956,15.13,14.72657,17.48308,12.23634,22.69619,16.06609,9.639706,12.08297,17.07321,13.44973,14.68968
"Feb",6.372956,14.99619,11.85296,13.76639,13.09327,13.13968,11.00654,14.53988,10.1363,9.543051,6.636459,8.47317,7.509752,11.81647
"Mar",9.702917,13.56321,14.43628,13.81984,11.86994,15.08644,9.983237,12.83973,3.136516,12.15963,12.46999,13.20977,10.59635,11.11641
"Apr",8.163083,10.76312,11.39984,12.5465,17.54994,10.33972,10.92665,10.89973,6.869814,8.616393,13.3797,8.469895,9.599814,6.286507
"May",6.206388,6.623158,4.606547,4.259731,4.629945,15.06978,9.736264,7.186384,8.809684,5.019821,13.54641,12.8464,6.563013,8.859571
"Jun",4.259901,2.889798,3.756534,10.58641,12.99967,12.1695,10.64615,14.59976,16.00615,8.899826,14.84643,14.52272,12.86281,9.359488
"Jul",24.10896,23.24845,19.44278,37.81192,32.05277,37.0145,30.08205,48.15128,30.12122,33.62815,46.77187,26.35186,33.54527,38.26535
"Aug",48.75217,58.20885,40.07668,60.12582,56.27123,45.01057,65.5591,61.20845,40.76016,51.04732,69.482,57.59765,49.82727,56.72784
"Sep",37.00402,45.62134,35.76985,44.99735,36.7767,41.23104,46.18466,50.86461,36.54421,39.28938,45.42771,46.59366,37.4467,45.70354
"Oct",24.70438,27.53198,14.33788,22.73116,19.29122,20.64149,29.71826,24.38481,24.39444,22.95825,22.06459,22.66787,18.7069,33.7611
"Nov",20.48902,14.93924,11.11255,17.52263,16.45254,13.8393,22.79239,15.86606,21.58274,13.92581,15.80597,29.02964,14.92879,25.06897
"Dec",21.3795,14.67611,19.9331,15.70971,17.90633,9.8263,26.77928,12.10297,12.64952,13.66634,12.64625,15.55635,10.97592,17.49264
