Time,precipitation
1-10 Jan 1981,0.9531578
11-20 Jan 1981,1.060178
21-31 Jan 1981,1.169814
1-10 Feb 1981,0.9318212
11-20 Feb 1981,1.306092
21-28 Feb 1981,1.717144
1-10 Mar 1981,7.661289
11-20 Mar 1981,29.03704
21-31 Mar 1981,41.46979
1-10 Apr 1981,14.15087
11-20 Apr 1981,19.42663
21-30 Apr 1981,12.62704
1-10 May 1981,4.867612
11-20 May 1981,20.31812
21-31 May 1981,8.374321
1-10 Jun 1981,3.203338
11-20 Jun 1981,8.271991
21-30 Jun 1981,22.88535
1-10 Jul 1981,101.636
11-20 Jul 1981,87.01935
21-31 Jul 1981,59.02496
1-10 Aug 1981,45.10059
11-20 Aug 1981,64.43495
21-31 Aug 1981,60.51665
1-10 Sep 1981,7.333061
11-20 Sep 1981,7.849809
21-30 Sep 1981,4.866502
1-10 Oct 1981,6.7793
11-20 Oct 1981,1.391901
21-31 Oct 1981,1.690312
1-10 Nov 1981,2.529095
11-20 Nov 1981,2.431496
21-30 Nov 1981,4.410393
1-10 Dec 1981,1.150424
11-20 Dec 1981,1.220142
21-31 Dec 1981,1.615489
1-10 Jan 1982,2.269864
11-20 Jan 1982,3.261457
21-31 Jan 1982,1.07454
1-10 Feb 1982,1.507978
11-20 Feb 1982,1.622994
21-28 Feb 1982,2.107205
1-10 Mar 1982,16.48557
11-20 Mar 1982,5.881561
21-31 Mar 1982,5.446235
1-10 Apr 1982,25.38956
11-20 Apr 1982,12.63136
21-30 Apr 1982,10.3926
1-10 May 1982,18.01382
11-20 May 1982,12.13462
21-31 May 1982,6.690635
1-10 Jun 1982,10.39139
11-20 Jun 1982,12.77687
21-30 Jun 1982,14.44144
1-10 Jul 1982,32.44616
11-20 Jul 1982,29.61487
1-10 Aug 1982,36.36621
11-20 Aug 1982,51.08677
21-31 Aug 1982,23.94432
1-10 Sep 1982,8.339155
11-20 Sep 1982,3.134305
21-30 Sep 1982,5.606174
1-10 Oct 1982,16.25804
11-20 Oct 1982,7.174417
21-31 Oct 1982,2.572113
1-10 Nov 1982,3.35598
11-20 Nov 1982,8.040906
21-30 Nov 1982,3.245421
1-10 Dec 1982,1.571429
11-20 Dec 1982,1.046862
21-31 Dec 1982,1.452042
1-10 Jan 1983,1.187501
11-20 Jan 1983,1.583765
21-31 Jan 1983,1.981024
1-10 Feb 1983,1.277328
11-20 Feb 1983,1.662225
21-28 Feb 1983,2.107205
1-10 Mar 1983,6.549099
11-20 Mar 1983,6.599894
21-31 Mar 1983,7.722689
1-10 Apr 1983,15.48042
11-20 Apr 1983,11.0851
21-30 Apr 1983,28.14118
1-10 May 1983,11.7739
11-20 May 1983,11.63134
21-31 May 1983,12.4747
1-10 Jun 1983,17.48792
11-20 Jun 1983,10.79124
21-30 Jun 1983,14.44144
1-10 Jul 1983,32.44616
11-20 Jul 1983,38.70349
21-31 Jul 1983,33.98817
1-10 Aug 1983,41.0288
11-20 Aug 1983,44.99768
21-31 Aug 1983,50.55421
1-10 Sep 1983,8.133302
11-20 Sep 1983,6.948911
21-30 Sep 1983,3.494107
1-10 Oct 1983,3.263307
11-20 Oct 1983,4.842629
21-31 Oct 1983,2.572113
1-10 Nov 1983,3.35598
11-20 Nov 1983,9.931653
21-30 Nov 1983,3.245421
1-10 Dec 1983,1.572161
11-20 Dec 1983,1.119831
21-31 Dec 1983,1.452042
1-10 Jan 1984,1.469978
11-20 Jan 1984,1.58932
21-31 Jan 1984,1.97217
1-10 Feb 1984,0.9814258
11-20 Feb 1984,1.279025
21-29 Feb 1984,1.569734
1-10 Mar 1984,6.549099
11-20 Mar 1984,15.31129
21-31 Mar 1984,7.722689
1-10 Apr 1984,10.73035
11-20 Apr 1984,7.404375
21-30 Apr 1984,13.02029
1-10 May 1984,15.63906
11-20 May 1984,27.0589
21-31 May 1984,15.0259
1-10 Jun 1984,13.55055
11-20 Jun 1984,7.832236
21-30 Jun 1984,25.39417
1-10 Jul 1984,48.18186
11-20 Jul 1984,64.14389
21-31 Jul 1984,37.29393
1-10 Aug 1984,51.44751
11-20 Aug 1984,34.21804
21-31 Aug 1984,22.33116
1-10 Sep 1984,15.16102
11-20 Sep 1984,13.67249
21-30 Sep 1984,7.084621
1-10 Oct 1984,2.912973
11-20 Oct 1984,2.260205
21-31 Oct 1984,2.572113
1-10 Nov 1984,3.321045
11-20 Nov 1984,3.941651
21-30 Nov 1984,2.40521
1-10 Dec 1984,1.57244
11-20 Dec 1984,1.119209
21-31 Dec 1984,1.452042
1-10 Jan 1985,1.465039
11-20 Jan 1985,1.578362
