"","MIXEDET"
"1983",13.7968341524933
"1984",66.3834656606703
"1985",61.4268370973037
"1986",61.2070918940248
"1987",13.5835327044273
"1988",71.5740419898257
"1989",59.1893417285494
"1990",70.5993911375808
"1991",46.2565277585559
"1992",59.1721802988499
"1993",13.06382412073
"1994",103.226885389594
"1995",58.1395356496893
"1996",58.6890301630949
"1997",8.91628135220077
"1998",118.019117254119
"1999",66.8301888536915
"2000",54.3
"2001",18
"2002",8
"2003",73.8
"2004",34.4
"2005",91.2
"2006",88.6
"2007",89.8
"2008",88.4
"2009",68
"2010",95
"2011",74
"2012",77.4
"2013",97.9
"2014",72.5
