"year","MIXEDET"
1983,56.2183243594827
1984,59.0059026304186
1985,56.0378589085475
1986,62.9775570417898
1987,50.0290430629588
1988,59.431546486282
1989,62.5507049750368
1990,54.8587334859041
1991,49.8053767055784
1992,57.9684620360077
1993,52.2570134120694
1994,55.6589227175653
1995,50.2563635215666
1996,52.8329174466262
1997,45.2158255640948
1998,72.9737635088737
1999,60.3673500231692
2000,69.43785
2001,54.68781
2002,49.80966
2003,57.79797
2004,59.235
2005,64.71949
2006,60.9385
2007,50.5779
2008,57.03915
2009,59.53005
2010,51.99049
2011,50.2597
2012,45.27359
2013,45.2535747872574
2014,61.75109
