"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",11.90958,29.37928,33.78757,22.98326,18.48326,21.07019,16.07449,24.44882,14.36986,16.97482,21.14898,34.47482,17.3316,24.98359
"Feb",9.092038,18.17051,17.2662,12.86588,13.41357,12.73956,12.72218,23.68789,11.03079,14.36174,16.91836,14.41389,8.222339,16.72697
"Mar",10.43095,22.23989,17.67051,16.40097,17.79634,18.43574,15.13111,15.10512,5.313241,18.88773,21.1662,24.54005,17.64452,17.08806
"Apr",18.88757,22.23956,17.22713,18.11007,30.10512,19.34021,16.67035,14.09634,11.58725,14.66539,26.30049,19.21438,20.93623,15.27514
"May",22.4541,15.26174,10.44387,9.996506,10.73111,25.70991,15.89204,12.45743,21.66393,9.913404,31.59285,24.31007,15.2147,26.89106
"Jun",19.09253,13.26986,12.15313,25.53127,27.65743,25.10975,19.7662,35.53014,38.52551,16.62681,32.63209,36.9407,26.15776,33.70479
"Jul",60.66588,52.04907,45.4831,63.40829,60.72104,71.0303,58.72583,78.11715,60.74208,58.36141,69.37482,66.43526,63.91275,68.84386
"Aug",73.59952,85.84444,77.44427,81.44794,84.71333,82.79862,80.20918,84.93169,81.11796,84.94013,86.4853,84.29773,81.60058,81.36012
"Sep",88.32072,79.57848,82.40113,86.72706,78.50877,87.70155,82.52453,80.91324,83.58595,83.19171,81.55614,82.4606,76.8563,80.64403
"Oct",69.43785,54.68781,49.80966,57.79797,59.235,64.71949,60.9385,50.5779,57.03915,59.53005,51.99049,50.2597,45.27359,61.75109
"Nov",45.54102,28.49431,25.83655,31.7407,32.17181,33.46304,35.91998,24.77132,39.5407,30.47116,33.72778,41.77132,35.53704,38.85841
"Dec",31.69285,20.19715,28.30065,25.36621,30.64898,16.59634,32.62746,14.35695,22.77067,29.78789,34.59236,23.38391,20.98838,31.81421
