Time,precipitation
1-10 Jan 1981,1.288857
11-20 Jan 1981,1.267176
21-31 Jan 1981,1.304364
1-10 Feb 1981,0.482975
11-20 Feb 1981,0.5597708
21-28 Feb 1981,0.9247416
1-10 Mar 1981,4.80813
11-20 Mar 1981,9.36659
21-31 Mar 1981,14.60163
1-10 Apr 1981,3.184536
11-20 Apr 1981,5.619694
21-30 Apr 1981,9.368495
1-10 May 1981,4.705204
11-20 May 1981,27.36239
21-31 May 1981,8.561535
1-10 Jun 1981,5.893636
11-20 Jun 1981,13.85041
21-30 Jun 1981,30.47603
1-10 Jul 1981,146.506
11-20 Jul 1981,75.06606
21-31 Jul 1981,100.8857
1-10 Aug 1981,88.81123
11-20 Aug 1981,145.8665
21-31 Aug 1981,107.0944
1-10 Sep 1981,28.59904
11-20 Sep 1981,23.8986
21-30 Sep 1981,13.03422
1-10 Oct 1981,12.06598
11-20 Oct 1981,2.495895
21-31 Oct 1981,2.288549
1-10 Nov 1981,2.167155
11-20 Nov 1981,1.484316
21-30 Nov 1981,1.869971
1-10 Dec 1981,0.96617
11-20 Dec 1981,1.239422
21-31 Dec 1981,1.149819
1-10 Jan 1982,2.540395
11-20 Jan 1982,2.40267
21-31 Jan 1982,1.276281
1-10 Feb 1982,2.349948
11-20 Feb 1982,0.9364802
21-28 Feb 1982,2.239346
1-10 Mar 1982,7.956049
11-20 Mar 1982,10.14672
21-31 Mar 1982,4.138779
1-10 Apr 1982,13.75944
11-20 Apr 1982,7.777181
21-30 Apr 1982,23.06117
1-10 May 1982,24.23852
11-20 May 1982,32.14821
21-31 May 1982,15.51391
1-10 Jun 1982,8.171305
11-20 Jun 1982,28.09378
21-30 Jun 1982,7.874475
1-10 Jul 1982,22.44038
11-20 Jul 1982,38.12779
21-31 Jul 1982,94.93988
1-10 Aug 1982,70.90103
11-20 Aug 1982,101.3269
21-31 Aug 1982,79.25531
1-10 Sep 1982,25.29966
11-20 Sep 1982,8.015043
21-30 Sep 1982,17.7094
1-10 Oct 1982,8.438098
11-20 Oct 1982,4.718137
21-31 Oct 1982,1.750559
1-10 Nov 1982,1.826774
11-20 Nov 1982,2.066514
21-30 Nov 1982,2.103558
1-10 Dec 1982,1.210249
11-20 Dec 1982,0.9067408
21-31 Dec 1982,1.200524
1-10 Jan 1983,1.105219
11-20 Jan 1983,2.897113
21-31 Jan 1983,1.308862
1-10 Feb 1983,0.9380612
11-20 Feb 1983,0.935638
21-28 Feb 1983,1.479964
1-10 Mar 1983,2.63489
11-20 Mar 1983,4.094018
21-31 Mar 1983,2.521639
1-10 Apr 1983,2.464016
11-20 Apr 1983,2.151006
21-30 Apr 1983,6.340839
1-10 May 1983,22.53241
11-20 May 1983,29.00412
21-31 May 1983,12.52874
