Time,HainET30Y Evapotranspiration
Jul 1983,25.00496
Jul 1984,14.12165
Jul 1985,16.71385
Jul 1986,23.12611
Jul 1987,28.16373
Jul 1988,21.09825
Jul 1989,18.69502
Jul 1990,8.186249
Jul 1991,21.33864
Jul 1992,22.25871
Jul 1993,19.82021
Jul 1994,15.89766
Jul 1995,20.8863
Jul 1996,20.31134
Jul 1997,26.13775
Jul 1998,21.59165
Jul 1999,25.80741
Jul 2000,34.97978
Jul 2001,22.62763
Jul 2002,23.29619
Jul 2003,23.76572
Jul 2004,30.74102
Jul 2005,22.47787
Jul 2006,18.04092
Jul 2007,14.44052
Jul 2008,18.52719
Jul 2009,11.8085
Jul 2010,27.47109
Jul 2011,17.81422
Jul 2012,27.10167
Jul 2013,16.58747
