"","1","2","3"
"1983",41.4,41.4,75
"1984",23.8,32.2,75
"1985",45.2,50,75
"1986",72.7085714285714,50,75
"1987",75,50,75
"1988",73,48,75
"1989",75,50,75
"1990",41.1,50,75
"1991",72.9,50,75
"1992",33.6,38.3,75
"1993",75,50,75
"1994",63.5,50,75
"1995",40.7,50,75
"1996",75,50,75
"1997",75,50,75
"1998",75,50,75
"1999",50.5,50,75
"2000",55.2,50,75
"2001",68.8,50,75
"2002",52.3,43.6,75
"2003",56.6,50,75
"2004",41.2,50,75
"2005",64.2,50,75
"2006",65.2,50,75
"2007",70,50,75
"2008",75,50,75
"2009",68.1,50,75
"2010",75,50,75
"2011",58.8,50,75
"2012",65.2,50,75
"2013",44.3,50,75
"2014",50,50,75
"2015",25,25,75
"2016",56.9,50,75
"2017",65.2,50,75
"2018",75,50,75
"2019",75,50,75
