Time,precipitation
1-10 Jan 1981,1.145801
11-20 Jan 1981,1.203321
21-31 Jan 1981,1.244777
1-10 Feb 1981,0.5109062
11-20 Feb 1981,0.6299568
21-28 Feb 1981,1.046087
1-10 Mar 1981,6.156681
11-20 Mar 1981,16.27579
21-31 Mar 1981,25.8455
1-10 Apr 1981,4.381078
11-20 Apr 1981,6.268685
21-30 Apr 1981,9.853738
1-10 May 1981,6.259552
11-20 May 1981,22.8889
21-31 May 1981,11.07631
1-10 Jun 1981,6.981865
11-20 Jun 1981,17.78666
21-30 Jun 1981,51.04545
1-10 Jul 1981,89.22192
11-20 Jul 1981,88.77884
21-31 Jul 1981,83.60579
1-10 Aug 1981,88.19408
11-20 Aug 1981,95.45013
21-31 Aug 1981,94.605
1-10 Sep 1981,17.87093
11-20 Sep 1981,27.50607
21-30 Sep 1981,18.15417
1-10 Oct 1981,10.67085
11-20 Oct 1981,1.675422
21-31 Oct 1981,1.837229
1-10 Nov 1981,2.438758
11-20 Nov 1981,1.872042
21-30 Nov 1981,2.101107
1-10 Dec 1981,1.163438
11-20 Dec 1981,1.426106
21-31 Dec 1981,1.34258
1-10 Jan 1982,2.357435
11-20 Jan 1982,2.494872
21-31 Jan 1982,1.247151
1-10 Feb 1982,1.594581
11-20 Feb 1982,0.7753849
21-28 Feb 1982,1.356618
1-10 Mar 1982,4.727676
11-20 Mar 1982,4.3708
21-31 Mar 1982,3.095515
1-10 Apr 1982,11.43096
11-20 Apr 1982,5.303518
21-30 Apr 1982,13.05048
1-10 May 1982,22.56386
11-20 May 1982,20.72875
21-31 May 1982,10.76123
1-10 Jun 1982,19.1218
11-20 Jun 1982,29.24898
21-30 Jun 1982,18.08039
1-10 Jul 1982,46.57526
11-20 Jul 1982,42.31749
1-10 Aug 1982,63.89248
11-20 Aug 1982,60.03226
21-31 Aug 1982,60.22356
1-10 Sep 1982,16.90639
11-20 Sep 1982,8.267671
21-30 Sep 1982,21.02712
1-10 Oct 1982,13.64665
11-20 Oct 1982,7.359925
21-31 Oct 1982,3.021922
1-10 Nov 1982,2.868441
11-20 Nov 1982,3.06227
21-30 Nov 1982,2.803519
1-10 Dec 1982,1.546724
11-20 Dec 1982,1.070498
21-31 Dec 1982,1.40797
1-10 Jan 1983,1.329408
11-20 Jan 1983,3.652586
21-31 Jan 1983,1.709662
1-10 Feb 1983,0.7373728
11-20 Feb 1983,0.8392317
21-28 Feb 1983,1.356618
1-10 Mar 1983,4.727676
11-20 Mar 1983,4.712934
21-31 Mar 1983,4.885333
1-10 Apr 1983,5.592411
11-20 Apr 1983,4.773088
21-30 Apr 1983,9.084763
1-10 May 1983,17.76546
11-20 May 1983,14.53289
21-31 May 1983,15.55431
