"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,62.25,50,75,0,0,0,0
1984,16,50.2,50,75,4.21,0,0,4.21
1985,16,51.81,50,75,0,0,0,0
1986,16,66.35,50,75,0,0,0,0
1987,16,75,50,75,0,0,0,0
1988,16,74.71,50,75,0,0,0,0
1989,16,75,50,75,0,0,0,0
1990,16,51.19,50,75,0,0,0,0
1991,16,52.34,50,75,0,0,0,0
1992,16,51.19,50,75,0,0,0,0
1993,16,59.94,34.94,75,0,0,0,0
1994,16,75,50,75,0,0,0,0
1995,16,75,50,75,0,0,0,0
1996,16,75,50,75,0,0,0,0
1997,16,75,50,75,0,0,0,0
1998,16,66.94,50,75,0,0,0,0
1999,16,40.07,50,75,57.5,0,0,57.5
2000,16,50.96,50,75,0.19,0,0,0.19
2001,16,75,50,75,0,0,0,0
2002,16,50,50,75,5.26,0,0,5.26
2003,16,62.83,50,75,0,0,0,0
2004,16,40.03,50,75,57.74,0,0,57.74
2005,16,44.1,50,75,36.29,0,0,36.29
2006,16,73.58,50,75,0,0,0,0
2007,16,75,50,75,0,0,0,0
2008,16,69.57,50,75,0,0,0,0
2009,16,64.34,50,75,0,0,0,0
2010,16,52.58,44.66,75,0,0,0,0
2011,16,75,50,75,0,0,0,0
2012,16,59.61,50,75,0,0,0,0
2013,16,46.93,46.46,75,21.43,0,0,21.43
2014,16,75,50,75,0,0,0,0
2015,16,50,50,75,5.26,0,0,5.26
2016,16,50,50,75,5.26,0,0,5.26
2017,16,51.25,50,75,0,0,0,0
2018,16,75,50,69.23,0,0,28.87,28.87
2019,16,75,50,75,0,0,0,0
