Time,NDVI
Oct 1981,0.7037581
Oct 1982,0.7053871
Oct 1983,0.6233226
Oct 1984,0.4520484
Oct 1985,0.6327097
Oct 1986,0.5163549
Oct 1987,0.5025323
Oct 1988,0.6798388
Oct 1989,0.7014517
Oct 1990,0.6942581
Oct 1991,0.6319678
Oct 1992,0.7064356
Oct 1993,0.6063064
Oct 1994,0.7567097
Oct 1995,0.5793226
Oct 1996,0.5231613
Oct 1997,0.5436613
Oct 1998,0.6425645
Oct 1999,0.6334355
Oct 2000,0.6246129
Oct 2001,0.6362742
Oct 2002,0.652
Oct 2003,0.6856613
Oct 2004,0.6405645
Oct 2005,0.6703871
Oct 2006,0.6727097
