"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,29.34,4.71,46.5,0,0,37.98,37.98
1984,16,5.22,3.87,53.16,0,0,11.35,11.35
1985,16,0.57,25.57,75,100,0,0,100
1986,16,25,50,75,0,0,0,0
1987,16,48.44,42.53,38.86,0,0,68.58,68.58
1988,16,5.76,25,75,0,0,0,0
1989,16,3.12,17.92,67.92,100,0,0,100
1990,16,11.08,11.08,50,0,0,24,24
1991,16,8.2,25,75,0,0,0,0
1992,16,0,4.95,54.95,100,0,4.19,104.19
1993,16,25.87,25,75,0,0,0,0
1994,16,25,25,75,0,0,0,0
1995,16,0,25,75,100,0,0,100
1996,16,21.44,22.28,58.74,0,0,0,0
1997,16,42.11,43.37,50,0,0,24,24
1998,16,39.96,49.57,75,0,0,0,0
1999,16,0,25,75,100,0,0,100
2000,16,27.49,45.02,70.02,0,0,0,0
2001,16,0,9.23,59.23,100,0,0,100
2002,16,2.17,3.02,53.02,100,0,11.9,111.9
2003,16,12.7,32.32,65.55,0,0,0,0
2004,16,13.23,17.68,54.45,0,0,6.2,6.2
2005,16,20.9,45.9,75,0,0,0,0
2006,16,25,50,75,0,0,0,0
2007,16,3.9,25,75,100,0,0,100
2008,16,14.82,26.38,70.73,0,0,0,0
2009,16,8.23,33.23,75,0,0,0,0
2010,16,7.56,14.91,64.91,0,0,0,0
2011,16,50,50,70.86,0,0,0,0
2012,16,30.05,50,75,0,0,0,0
2013,16,18.94,30.61,61.67,0,0,0,0
2014,16,0,25,75,100,0,0,100
2015,16,11.93,23.32,73.32,0,0,0,0
2016,16,37.88,48,73,0,0,0,0
2017,16,17.95,32.66,71.48,0,0,0,0
2018,16,17.31,32.32,75,0,0,0,0
2019,16,42.01,27.77,41.88,0,0,56.47,56.47
