"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,14.92,8.8,54.34,44.9,0,42.42,87.32
1984,16,68.85,35.16,60.16,0,0,29.17,29.17
1985,16,27.02,27.02,70.99,0,0,4.57,4.57
1986,16,46.56,50,75,0,0,0,0
1987,16,22.99,14.99,54.2,0.06,0,42.73,42.79
1988,16,23.91,43.14,75,0,0,0,0
1989,16,12.34,31.88,75,59.22,0,0,59.22
1990,16,30.64,48.67,75,0,0,0,0
1991,16,50,50,75,0,0,0,0
1992,16,29.62,25,36.07,0,0,83.93,83.93
1993,16,36.66,10.68,50,0,0,52.27,52.27
1994,16,50,50,75,0,0,0,0
1995,16,30.35,50,75,0,0,0,0
1996,16,50,25,75,0,0,0,0
1997,16,68.63,50,75,0,0,0,0
1998,16,60.03,50,75,0,0,0,0
1999,16,50,50,75,0,0,0,0
2000,16,22.39,36.72,75,3.38,0,0,3.38
2001,16,11.61,36.61,75,63.27,0,0,63.27
2002,16,42.37,50,72.55,0,0,1.03,1.03
2003,16,20.45,45.45,75,14.14,0,0,14.14
2004,16,25,25,50,0,0,52.27,52.27
2005,16,24.72,45.84,75,0,0,0,0
2006,16,2.31,25,75,100,0,0,100
2007,16,40.7,42.53,75,0,0,0,0
2008,16,56.26,37.75,75,0,0,0,0
2009,16,42.25,30.31,75,0,0,0,0
2010,16,23.48,37.57,75,0,0,0,0
2011,16,61.32,39.97,67.93,0,0,11.52,11.52
2012,16,15.69,35.96,75,40.59,0,0,40.59
2013,16,32.62,50,75,0,0,0,0
2014,16,31.06,50,75,0,0,0,0
2015,16,39.61,42.15,75,0,0,0,0
2016,16,57.31,50,75,0,0,0,0
2017,16,2.02,27.02,75,100,0,0,100
2018,16,61.49,36.49,75,0,0,0,0
2019,16,75,50,75,0,0,0,0
