"","1","2","3"
"1983",40.7694412587301,37.5106233142857,75
"1984",9.54821925,27.69592325,68.147704
"1985",34.761163,50,75
"1986",50,50,75
"1987",75,50,75
"1988",59.44978,34.44978,75
"1989",68.972935,43.972935,75
"1990",12.935,22.591165,59.656165
"1991",46.402887,50,75
"1992",31.359146,42.916244,68.688534
"1993",62.5860403055556,50,75
"1994",50,50,75
"1995",35.69492,50,75
"1996",75,50,75
"1997",75,50,75
"1998",74.92494,50,75
"1999",29.142959,50,75
"2000",25.2712565,50,75
"2001",28.995627,50,75
"2002",9.953973,29.98667,75
"2003",48.978129,50,75
"2004",21.23332,46.23332,75
"2005",43.892292,43.892292,75
"2006",25,50,75
"2007",36.123429,45.815089,75
"2008",34.421358,45.671374,75
"2009",67.730718,50,75
"2010",72.889042,47.889042,75
"2011",50,50,75
"2012",37.63756,50,75
"2013",25.378461,44.433503,74.374017
"2014",25,50,75
"2015",25,25,75
"2016",53.885981,50,75
"2017",52.361076,50,75
"2018",69.435745,50,75
"2019",75,50,75
