"","MIXEDET"
"1983",0.0693169101137272
"1984",-8.09438767359534
"1985",52.9504126621955
"1986",38.0314920305047
"1987",-3.88392644264165
"1988",35.591641759879
"1989",42.2553815477466
"1990",-2.95428555246709
"1991",2.09263813141185
"1992",7.2056315055731
"1993",49.037926995287
"1994",43.8933172569305
"1995",46.1750857065801
"1996",43.6901277418734
"1997",15.3365849403302
"1998",63.2212234084099
"1999",59.7346287650721
"2000",24.8
"2001",3.6
"2002",2.8
"2003",39.4
"2004",4.4
"2005",69.4
"2006",54.4
"2007",71.1
"2008",75.6
"2009",36.8
"2010",64.6
"2011",24.9
"2012",35.1
"2013",35.1
"2014",42.4
