Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0.0205882352941176,0,0,0,0,0.0205882352941176,0,0,0,0,0.0205882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0
7,0,0,1.52941176470588,3.27512605042017,0,0,0,30.5294117647059,0,0,0,1.74571428571429,0,26,0,0,0,0,0,0,0,0,0,32.1,0,0,0,0,0,0,0,26,0,0,0,0,0
8,3.12571428571429,0,5.70285714285714,22.6,2.57714285714286,0,26,0,26,0,0,0,0,0,22.6,0,0,0,0,0,0,0,0,0,0,0,0,39.9,0,0,0,41.6,20.9,0,0,0,0
9,0,0,2.48,0,0,0,0,0,0,0,0,2.48,0,71.4,0,0,0,0,22.6,16.9,22.6,0,0,0,0,0,41.6,0,0,0,0,0,0,0,0,0,0
10,5.30285714285714,3.9,4.46470588235294,5.4,6.2,14.7,6.5,6.4,31.8,3.4,13.9,4.46470588235294,9.76756302521008,9.1,25.6,0,0,74.6,3.9,10.2,0,30.6,0,8.4,7.7,13.9,10.5,5.9,7,0,4.4,0,7,3.3,3.9,11.9,7.3
11,4.9,13.6,0,32.6,22.2424242424242,17.1,15.9,4.3,8.8,13.3,12.8674242424242,6.3,29.7,14.4,5.6,13.9424242424242,20.2,35.2,0,0,0,8.1,20.2424242424242,22.7,11.3,26.5,5.3,20.4,0,24.6,8.1,10.8,7.6,7.8,12.2,0,19.5
