"","1","2","3"
"1983",4.8,17.4222222222222,59.7222222222222
"1984",1.4,0,28.3
"1985",0,25,61.8
"1986",27.1085714285714,50,59.2
"1987",7.64444444444444,6.54444444444444,35.3
"1988",17.5,41.4,75
"1989",11.464126984127,34.6,75
"1990",0,25,75
"1991",0,25,75
"1992",0,14.6,55.5
"1993",1.6,12.7,62.7
"1994",1.7,25,75
"1995",15.2,12.6,50
"1996",7.6,25,72.8
"1997",25.3,41.2,50
"1998",0.6,25,75
"1999",13.4,37.6,75
"2000",22.7,46.7,75
"2001",23.8,23.2,50
"2002",1.2,12.7,53.9
"2003",0,25,69.8
"2004",23.9,37.6,55
"2005",19.7,43.9,75
"2006",6.1,30.3,71.4
"2007",24.3,45.8,75
"2008",3.2,24.2,74.2
"2009",0,25,75
"2010",26.5,50,75
"2011",6.1,29.9,75
"2012",7.6,31.5,75
"2013",0.6,20,70
"2014",0,0,36.2
"2015",1.6,12.1,43.3
"2016",1.9,0,50
"2017",17.7,41.7,73.8
"2018",24,45.1,75
"2019",12.8,33.8,75
