"","1","2","3"
"1981",0,25,56
"1982",0,25,69
"1983",12,13,57
"1984",0,0,34
"1985",0,23,58
"1986",39,50,59
"1987",0,0,24
"1988",15,34,69
"1989",9,33,74
"1990",0,23,73
"1991",0,25,74
"1992",0,16,66
"1993",0,19,69
"1994",0,25,75
"1995",15,7,50
"1996",28,25,75
"1997",7,27,69
"1998",0,25,75
"1999",0,25,75
"2000",3,28,72
"2001",0,0,50
"2002",6,8,49
"2003",0,25,75
"2004",23,33,55
"2005",8,33,75
"2006",0,25,58
"2007",21,42,75
"2008",21,10,60
"2009",0,13,63
"2010",3,14,61
"2011",4,16,62
"2012",8,28,73
"2013",0,7,34
"2014",0,7,32
"2015",5,5,11
"2016",0,8,55
"2017",0,22,58
"2018",34,32,73
"2019",25,29,63
"2020",7.69230769230769,28.7948717948718,75
