"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,8.84,0.91,34.28,0,0,0,0
1984,16,0.44,0.44,8.62,100,0,84.92,184.92
1985,16,0,19.37,44.37,100,0,0,100
1986,16,0,0.44,25.44,100,0,14.85,114.85
1987,16,0.66,2,8.65,100,0,84.8,184.8
1988,16,0,2.82,52.82,100,0,0,100
1989,16,0.38,9.71,31.89,100,0,0,100
1990,16,0,0,44.95,100,0,0,100
1991,16,6.58,31.58,50,0,0,0,0
1992,16,0,0,25,100,0,16.67,116.67
1993,16,11.64,7.25,35.1,0,0,0,0
1994,16,0,0,31.54,100,0,0,100
1995,16,3.3,2.24,37.69,100,0,0,100
1996,16,8.97,12.73,37.73,0,0,0,0
1997,16,41.24,39.29,50,0,0,0,0
1998,16,0,23.39,73.39,100,0,0,100
1999,16,0,8.19,58.19,100,0,0,100
2000,16,0,0,28.29,100,0,2.97,102.97
2001,16,25,25,44.41,0,0,0,0
2002,16,6.38,0,29.24,0,0,0,0
2003,16,9.36,15.63,40.27,0,0,0,0
2004,16,9.72,9.72,12.26,0,0,69.75,69.75
2005,16,0,0,38.17,100,0,0,100
2006,16,2.75,25,50,100,0,0,100
2007,16,2.62,25,75,100,0,0,100
2008,16,0,9.8,49.04,100,0,0,100
2009,16,0,2.48,38.42,100,0,0,100
2010,16,0,0,49.48,100,0,0,100
2011,16,0,0,45.8,100,0,0,100
2012,16,0,0,39.23,100,0,0,100
2013,16,0,2.08,52.08,100,0,0,100
2014,16,0,0,25,100,0,16.67,116.67
2015,16,0,6.5,6.5,100,0,93.75,193.75
2016,16,0,13.05,61.73,100,0,0,100
2017,16,0,25,40.35,100,0,0,100
2018,16,4.87,0,26.91,100,0,8.7,108.7
2019,16,4.69,7.38,36.66,100,0,0,100
