Time,HainET30Y Evapotranspiration
Jul 1983,37.26183
Jul 1984,15.86947
Jul 1985,22.36613
Jul 1986,23.26761
Jul 1987,38.49539
Jul 1988,31.5852
Jul 1989,33.79492
Jul 1990,20.20097
Jul 1991,21.25935
Jul 1992,33.62877
Jul 1993,30.67446
Jul 1994,26.47138
Jul 1995,22.88052
Jul 1996,34.08679
Jul 1997,17.49738
Jul 1998,26.44678
Jul 1999,34.22613
Jul 2000,36.44469
Jul 2001,25.8464
Jul 2002,31.59171
Jul 2003,30.6454
Jul 2004,44.27039
Jul 2005,33.12429
Jul 2006,24.23932
Jul 2007,18.83435
Jul 2008,26.38899
Jul 2009,27.63736
Jul 2010,32.86613
Jul 2011,18.49616
Jul 2012,28.79333
Jul 2013,17.23692
