Time,NDVI
Jul 1981,0.2403387
Jul 1982,0.1359516
Jul 1983,0.1538064
Jul 1984,0.2327581
Jul 1985,0.232242
Jul 1986,0.3799517
Jul 1987,0.2982258
Jul 1988,0.2109194
Jul 1989,0.2828549
Jul 1990,0.2874032
Jul 1991,0.1440968
Jul 1992,0.2716129
Jul 1993,0.3227258
Jul 1994,0.1879677
Jul 1995,0.2536613
Jul 1996,0.4325
Jul 1997,0.4109355
Jul 1998,0.239242
Jul 1999,0.2398226
Jul 2000,0.3020645
Jul 2001,0.2542581
Jul 2002,0.3195
Jul 2003,0.2639194
Jul 2004,0.3263065
Jul 2005,0.3512742
Jul 2006,0.3410323
