Time,NDVI
Oct 1981,0.4563871
Oct 1982,0.3060323
Oct 1983,0.3646129
Oct 1984,0.2425161
Oct 1985,0.2482581
Oct 1986,0.3909678
Oct 1987,0.3493871
Oct 1988,0.356742
Oct 1989,0.2755484
Oct 1990,0.261871
Oct 1991,0.296129
Oct 1992,0.3716775
Oct 1993,0.2833549
Oct 1994,0.4433871
Oct 1995,0.4697742
Oct 1996,0.4067097
Oct 1997,0.3106452
Oct 1998,0.4661291
Oct 1999,0.4252581
Oct 2000,0.3983549
Oct 2001,0.4835806
Oct 2002,0.3744516
Oct 2003,0.4092258
Oct 2004,0.3092581
Oct 2005,0.3292258
Oct 2006,0.3653871
