"","1","2","3"
"1981",10,32,75
"1982",32,36,75
"1983",28,20,61
"1984",13,25,75
"1985",14,25,75
"1986",67,50,75
"1987",41,29,67
"1988",29,38,75
"1989",51,36,74
"1990",36,45,72
"1991",44,49,75
"1992",13,27,64
"1993",40,29,75
"1994",52,50,75
"1995",11,36,75
"1996",58,40,75
"1997",41,40,75
"1998",27,49,75
"1999",16,36,75
"2000",14,35,75
"2001",59,50,75
"2002",32,10,60
"2003",35,50,75
"2004",34,40,68
"2005",23,42,72
"2006",25,50,75
"2007",62,50,75
"2008",36,32,75
"2009",4,25,71
"2010",7,29,72
"2011",45,50,75
"2012",39,50,75
"2013",46,50,75
"2014",25,50,75
"2015",33,49,74
"2016",46,46,75
"2017",15,40,75
"2018",72,50,75
"2019",54,44,75
"2020",41.6153846153846,45.8717948717949,75
