T2,MODIS HAIN ET
Jul 2000,11.9
Jul 2001,9.5
Jul 2002,3.2
Jul 2003,24.0
Jul 2004,5.4
Jul 2005,26.6
Jul 2006,22.7
Jul 2007,50.7
Jul 2008,35.4
Jul 2009,23.5
Jul 2010,45.5
Jul 2011,15.2
Jul 2012,33.0
Jul 2013,5.9
Jul 2014,20.5
