"","1","2","3"
"1981",50.126959,50,75
"1982",68.52572,48.28365,75
"1983",68.94808,48.28365,75
"1984",75,50,75
"1985",64.19015,48.28365,75
"1986",70.24207,50,75
"1987",69.26569,44.26569,75
"1988",68.94808,48.28365,75
"1989",65.82588,45.16145,75
"1990",65.9065,50,75
"1991",70.24207,50,75
"1992",64.19015,48.28365,75
"1993",75,50,75
"1994",70.24207,50,75
"1995",70.66443,50,75
"1996",73.28365,48.28365,75
"1997",75,50,75
"1998",64.65484,48.28365,75
"1999",65.9065,50,75
"2000",70.66443,50,75
"2001",70.66443,50,75
"2002",70.24207,50,75
"2003",65.9065,50,75
"2004",70.24207,50,75
"2005",70.87707,50,75
"2006",65.9065,50,75
"2007",75,50,75
"2008",75,50,75
"2009",75,50,75
"2010",67.55602,50,75
"2011",70.24207,50,75
"2012",69.11853,50,75
"2013",50,50,75
"2014",68.20501,50,75
"2015",73.63649,48.63649,75
"2016",69.76776,50,75
"2017",68.27399,50,75
"2018",75,50,75
"2019",75,50,75
"2020",75,50,75
