Time,NDVI
Oct 1981,0.412921
Oct 1982,0.3920204
Oct 1983,0.3624398
Oct 1984,0.2622897
Oct 1985,0.3186827
Oct 1986,0.3581165
Oct 1987,0.3186926
Oct 1988,0.3533035
Oct 1989,0.3287637
Oct 1990,0.3124457
Oct 1991,0.3072857
Oct 1992,0.3996366
Oct 1993,0.3201238
Oct 1994,0.4826597
Oct 1995,0.4009559
Oct 1996,0.3614595
Oct 1997,0.3308921
Oct 1998,0.4299072
Oct 1999,0.3968466
Oct 2000,0.4105201
Oct 2001,0.3959487
Oct 2002,0.3853845
Oct 2003,0.3962851
Oct 2004,0.3393588
Oct 2005,0.36537
Oct 2006,0.3927709
