"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",17.39028,33.01347,42.48809,31.75343,26.22117,31.52762,15.87458,35.69529,20.68933,14.81379,20.35064,30.06978,23.54064,22.85329
"Feb",9.839549,26.08313,21.24537,22.97469,28.9933,22.65779,21.38615,27.74551,18.46029,14.26263,11.03466,17.22404,12.17651,22.91828
"Mar",15.37733,23.78795,23.69198,25.94238,24.8504,27.08434,21.08974,20.72023,5.579357,19.09471,20.30736,20.42203,16.91689,18.16501
"Apr",11.63701,19.87454,19.67021,22.40281,21.77045,12.59392,20.80339,18.95605,9.905316,11.73429,14.3613,14.88453,17.46842,12.65264
"May",8.863608,11.46267,8.557096,8.971569,7.688339,18.70699,14.837,9.623259,11.64036,8.016983,16.35535,16.98268,11.35525,14.18898
"Jun",6.0099,4.496992,5.056539,12.24545,13.53045,13.13751,11.16542,15.4329,14.87193,8.433701,13.45532,13.33201,12.90876,12.01013
"Jul",26.99237,23.16836,20.40881,33.24991,29.35923,34.13436,32.46728,37.89677,22.1974,28.34629,42.13016,25.75211,29.04385,34.34248
"Aug",49.71561,51.04045,43.22784,49.29663,46.18628,42.27509,56.29897,48.73979,39.39223,44.14917,53.39742,48.05293,43.52972,47.86441
"Sep",45.6121,44.60272,46.79315,46.62835,40.46407,42.91696,48.57345,49.02787,41.22837,40.12889,48.15577,48.58631,43.68896,48.80259
"Oct",36.48774,31.94789,22.13513,27.57755,25.32645,27.1374,37.3175,28.42151,28.03923,25.50572,29.06416,31.99547,23.26148,40.13428
"Nov",25.13713,21.26681,17.34465,21.25916,21.58606,18.58629,27.20193,19.74104,26.85141,17.17181,22.99575,42.82572,17.61465,31.16869
"Dec",30.14256,17.4049,34.03788,19.70476,30.33864,13.20049,40.02207,15.54755,16.17711,18.51073,18.91623,27.04901,15.13739,21.47754
