"year","MIXEDET"
1983,26.2008423915752
1984,27.8801758880248
1985,25.9819789387531
1986,29.2847499474386
1987,36.1690391031584
1988,12.8142994990695
1989,29.1038378229226
1990,22.7557922450237
1991,29.5344243574127
1992,32.9064348123971
1993,26.5865076411911
1994,15.8961620799007
1995,20.6716048165726
1996,32.5017853778988
1997,36.2701119941253
1998,32.4809947984047
1999,32.9057020296772
2000,26.99237
2001,23.16836
2002,20.40881
2003,33.24991
2004,29.35923
2005,34.13436
2006,32.46728
2007,37.89677
2008,22.1974
2009,28.34629
2010,42.13016
2011,25.75211
2012,29.04385
2013,31.0052385664115
2014,34.34248
